apnd_maf	cpnd_maf	change_abs	change	chrpos	chromo	position	chr_len	chr_start	pos_cum	fdr	neg_log_10_fdr	p_value	test_statistic
3e-06	0.154849	0.154846	0.154846	NC_043957.1:1120992	NC_043957.1	1120992	59479124	0	1120992	2.37047086049947e-55	54.6251653789664	1.24696521510719e-56	251.46135689574
4e-06	0.124755	0.124751	0.124751	NC_043957.1:1121005	NC_043957.1	1121005	59479124	0	1121005	3.37738271714734e-43	42.4714197233363	2.2826958032603e-44	195.240841579515
6e-06	0.148892	0.148886	0.148886	NC_043957.1:1121007	NC_043957.1	1121007	59479124	0	1121007	5.82004097161326e-46	45.2350739580163	3.73116631218621e-47	208.010881928327
4e-06	0.138475	0.138471	0.138471	NC_043957.1:1121020	NC_043957.1	1121020	59479124	0	1121020	3.27357260297606e-47	46.4849780226289	2.04089893173316e-48	213.795537581904
4e-06	0.148908	0.148904	0.148904	NC_043957.1:1121022	NC_043957.1	1121022	59479124	0	1121022	6.61066416405363e-53	52.1797549053716	3.67269878418087e-54	240.13630350755
3e-06	0.090455	0.090452	0.090452	NC_043957.1:1121106	NC_043957.1	1121106	59479124	0	1121106	1.96511563990861e-30	29.7066118878858	1.85407615662782e-31	136.145764186149
3e-06	0.106345	0.106342	0.106342	NC_043957.1:1121108	NC_043957.1	1121108	59479124	0	1121108	5.30525771064053e-38	37.2752935147616	4.07610000032316e-39	171.185508107459
4e-06	0.192079	0.192075	0.192075	NC_043957.1:1121123	NC_043957.1	1121123	59479124	0	1121123	2.94465402861129e-59	58.5309657237263	1.4385224680076e-60	269.527372658417
8e-06	0.146185	0.146177	0.146177	NC_043957.1:1121136	NC_043957.1	1121136	59479124	0	1121136	4.55906974363825e-47	46.3411237640065	2.85253394654635e-48	213.128996834092
8e-06	0.116048	0.11604	0.11604	NC_043957.1:1121138	NC_043957.1	1121138	59479124	0	1121138	1.29111172383485e-37	36.8890361752815	1.00256538539506e-38	169.395884387823
4e-06	0.009172	0.009168	0.009168	NC_043957.1:1121463	NC_043957.1	1121463	59479124	0	1121463	0.0144486843232909	1.84017169734681	0.0089099741290903	6.84078370889616
2.5e-05	0.549386	0.549361	0.549361	NC_043957.1:1121491	NC_043957.1	1121491	59479124	0	1121491	2.58493475166476e-118	117.587550414794	5.44683597408737e-120	542.478950618496
2.5e-05	0.226586	0.226561	0.226561	NC_043957.1:1121506	NC_043957.1	1121506	59479124	0	1121506	5.69200712406847e-50	49.2447345650281	3.36055285925522e-51	226.556160436457
5e-06	0.071923	0.071918	0.071918	NC_043957.1:1121511	NC_043957.1	1121511	59479124	0	1121511	5.87658317076886e-16	15.2308751129363	9.75877281837001e-17	69.0176187330943
4e-06	0.036191	0.036187	0.036187	NC_043957.1:1121535	NC_043957.1	1121535	59479124	0	1121535	9.52530838528079e-09	8.02112095498487	2.45422727976783e-09	35.5749549737361
2e-06	0.244975	0.244973	0.244973	NC_043957.1:1121564	NC_043957.1	1121564	59479124	0	1121564	5.29800109638568e-61	60.2758879561645	2.49997616589713e-62	277.603073356003
2e-06	0.095105	0.095103	0.095103	NC_043957.1:1121584	NC_043957.1	1121584	59479124	0	1121584	1.29415031468073e-19	18.8880152777283	1.82494360297513e-20	85.9720775006146
8e-06	0.067068	0.06706	0.06706	NC_043957.1:1121745	NC_043957.1	1121745	59479124	0	1121745	5.76281160319322e-10	9.23936557806414	1.35278007194529e-10	41.2307434395803
7e-06	0.083464	0.083457	0.083457	NC_043957.1:1121756	NC_043957.1	1121756	59479124	0	1121756	1.01738746750446e-10	9.99251361644634	2.26285538754408e-11	44.728959767616
3e-06	0.060407	0.060404	0.060404	NC_043957.1:1121827	NC_043957.1	1121827	59479124	0	1121827	7.31743437378746e-06	5.13564116383504	2.51720906149274e-06	22.1533152504082
8e-06	0.066915	0.066907	0.066907	NC_043957.1:1823754	NC_043957.1	1823754	59479124	0	1823754	3.42003524982163e-06	5.46596941770874	1.13392133829565e-06	23.6862100882739
3e-06	0.088452	0.088449	0.088449	NC_043957.1:1823915	NC_043957.1	1823915	59479124	0	1823915	3.94478031568976e-11	10.4039771775852	8.52787713609505e-12	46.6405145363154
8e-06	0.21657	0.216562	0.216562	NC_043957.1:1823945	NC_043957.1	1823945	59479124	0	1823945	7.02039230331215e-34	33.153638618582	6.00616506816016e-35	152.106282108684
3e-06	0.05483	0.054827	0.054827	NC_043957.1:1823969	NC_043957.1	1823969	59479124	0	1823969	2.42216197767973e-10	9.61579681756773	5.52576014240076e-11	42.9815830918851
1.8e-05	0.102281	0.102263	0.102263	NC_043957.1:1823972	NC_043957.1	1823972	59479124	0	1823972	1.73751936819402e-15	14.7600703456139	2.94580425633331e-16	66.8392084930616
4e-06	0.322266	0.322262	0.322262	NC_043957.1:1823993	NC_043957.1	1823993	59479124	0	1823993	2.8754611585393e-63	62.5412924944359	1.30111687946031e-64	288.082732217105
4e-06	0.119855	0.119851	0.119851	NC_043957.1:1824005	NC_043957.1	1824005	59479124	0	1824005	1.74031819941327e-21	20.7593713381455	2.29150833383632e-22	94.6331302097328
8e-06	0.11662	0.116612	0.116612	NC_043957.1:1824028	NC_043957.1	1824028	59479124	0	1824028	2.90270390061255e-14	13.5371972634755	5.22276089462664e-15	61.1747296212223
8e-06	0.045743	0.045735	0.045735	NC_043957.1:2071362	NC_043957.1	2071362	59479124	0	2071362	0.00529611223752526	2.27604281971236	0.00282913778159025	8.91450956916124
5e-06	0.051861	0.051856	0.051856	NC_043957.1:2075350	NC_043957.1	2075350	59479124	0	2075350	0.0013857631535641	2.85831099042398	0.000660410285314728	11.5974861469745
0.999995	0.4567	0.543295	-0.543295	NC_043957.1:2256545	NC_043957.1	2256545	59479124	0	2256545	1.11071275415356e-51	50.9543982411632	6.30923704401906e-53	234.472628090311
8e-06	0.026901	0.026893	0.026893	NC_043957.1:2457576	NC_043957.1	2457576	59479124	0	2457576	0.00661746730344664	2.17930819584721	0.00364417827201531	8.45311958724565
1e-06	0.296111	0.29611	0.29611	NC_043957.1:2570300	NC_043957.1	2570300	59479124	0	2570300	2.80582043357509e-27	26.5519401263236	2.9547428181819e-28	121.510226970913
0.999997	0.443515	0.556482	-0.556482	NC_043957.1:2570345	NC_043957.1	2570345	59479124	0	2570345	6.74983845571356e-53	52.1707066210403	3.75196019914303e-54	240.093775840182
8e-06	0.358217	0.358209	0.358209	NC_043957.1:2570393	NC_043957.1	2570393	59479124	0	2570393	2.33200299151666e-36	35.6322708967954	1.86993679893258e-37	163.578566424544
1e-06	0.083219	0.083218	0.083218	NC_043957.1:2600404	NC_043957.1	2600404	59479124	0	2600404	1.69437493828906e-12	11.7709904808929	3.37325613894542e-13	52.9778813830757
0.999991	0.118794	0.881197	-0.881197	NC_043957.1:2600433	NC_043957.1	2600433	59479124	0	2600433	5.44945289462842e-144	143.263647097131	8.43606289969562e-146	661.141251782705
8e-06	0.318906	0.318898	0.318898	NC_043957.1:2600627	NC_043957.1	2600627	59479124	0	2600627	2.31288000990448e-28	27.6358468974447	2.33851226525726e-29	126.543234613612
8e-06	0.025862	0.025854	0.025854	NC_043957.1:2600631	NC_043957.1	2600631	59479124	0	2600631	0.00774725672350276	2.11085205242965	0.00437237220563671	8.12231369568691
4e-06	0.047234	0.04723	0.04723	NC_043957.1:2600845	NC_043957.1	2600845	59479124	0	2600845	2.26928018462197e-06	5.64411187911597	7.37273591440519e-07	24.5151625511958
3e-06	0.075309	0.075306	0.075306	NC_043957.1:2600861	NC_043957.1	2600861	59479124	0	2600861	4.09969036904446e-10	9.38724894232741	9.51269969837421e-11	41.9191382133944
3e-06	0.180083	0.18008	0.18008	NC_043957.1:2600872	NC_043957.1	2600872	59479124	0	2600872	5.45480745356252e-23	22.2632205747422	6.75277078164408e-24	101.612211816399
8e-06	0.019598	0.01959	0.01959	NC_043957.1:2600978	NC_043957.1	2600978	59479124	0	2600978	0.010493237151438	1.97909051179418	0.0062056218120521	7.48960351268329
8e-06	0.024141	0.024133	0.024133	NC_043957.1:2600986	NC_043957.1	2600986	59479124	0	2600986	0.00692665830564121	2.15947623572604	0.00384009227356031	8.35792308069364
8e-06	0.050964	0.050956	0.050956	NC_043957.1:2822761	NC_043957.1	2822761	59479124	0	2822761	0.000786337987738137	3.10439074319862	0.000359248838151113	12.7330570754559
8e-06	0.041729	0.041721	0.041721	NC_043957.1:2822822	NC_043957.1	2822822	59479124	0	2822822	0.00128309686402662	2.89174055646659	0.000607873563824282	11.7517102543096
8e-06	0.305667	0.305659	0.305659	NC_043957.1:2822846	NC_043957.1	2822846	59479124	0	2822846	3.00078818626144e-22	21.5227646586186	3.83337940204007e-23	98.173226802186
8e-06	0.031822	0.031814	0.031814	NC_043957.1:2839497	NC_043957.1	2839497	59479124	0	2839497	0.00931518733682419	2.03080840662594	0.00541773369460558	7.7344408737759
8e-06	0.039899	0.039891	0.039891	NC_043957.1:2840095	NC_043957.1	2840095	59479124	0	2840095	0.00135734763117115	2.86730891065666	0.000646058887662343	11.6383498864232
3e-06	0.027003	0.027	0.027	NC_043957.1:2942881	NC_043957.1	2942881	59479124	0	2942881	0.0089332790973102	2.04898909738607	0.00516145151183233	7.82198364125526
3e-06	0.011084	0.011081	0.011081	NC_043957.1:2990645	NC_043957.1	2990645	59479124	0	2990645	0.0294474177831548	1.53095278208892	0.0188389130863012	5.5164070655384
4e-06	0.105808	0.105804	0.105804	NC_043957.1:2990712	NC_043957.1	2990712	59479124	0	2990712	3.64229362914375e-09	8.43862504580729	9.09487344182127e-10	37.5099308222193
2e-06	0.013004	0.013002	0.013002	NC_043957.1:2990872	NC_043957.1	2990872	59479124	0	2990872	0.0472597253511399	1.3255088065892	0.0310187452893601	4.65192491380271
3e-06	0.047517	0.047514	0.047514	NC_043957.1:3029518	NC_043957.1	3029518	59479124	0	3029518	0.00013289456892942	3.87649276723018	5.37436415198865e-05	16.3112603307393
7e-06	0.023141	0.023134	0.023134	NC_043957.1:3157990	NC_043957.1	3157990	59479124	0	3157990	0.00398238613704328	2.39985663254145	0.00206085810779404	9.49452605525635
8e-06	0.078551	0.078543	0.078543	NC_043957.1:3212508	NC_043957.1	3212508	59479124	0	3212508	1.61883199645903e-05	4.79079822029958	5.77838227540354e-06	20.5602412914674
8e-06	0.030254	0.030246	0.030246	NC_043957.1:3342390	NC_043957.1	3342390	59479124	0	3342390	0.0122885260856412	1.91050020427869	0.00744291877888638	7.16284175945076
7e-06	0.029204	0.029197	0.029197	NC_043957.1:3342399	NC_043957.1	3342399	59479124	0	3342399	0.0106690987163341	1.97187226652259	0.00632659208246193	7.45484515782365
4e-06	0.203997	0.203993	0.203993	NC_043957.1:3357029	NC_043957.1	3357029	59479124	0	3357029	1.07151580572056e-40	39.9700014183818	7.69210109016673e-42	183.661338444168
3e-06	0.019555	0.019552	0.019552	NC_043957.1:3357059	NC_043957.1	3357059	59479124	0	3357059	2.94937266675837e-05	4.53027034888216	1.08699670493391e-05	19.3520994701944
8e-06	0.278194	0.278186	0.278186	NC_043957.1:3357121	NC_043957.1	3357121	59479124	0	3357121	6.57454599919117e-56	55.1821342317133	3.40947159832819e-57	254.044696407737
4e-06	0.112659	0.112655	0.112655	NC_043957.1:3357147	NC_043957.1	3357147	59479124	0	3357147	5.082834764843e-23	22.2938940083149	6.28092070509002e-24	101.755699835729
4e-06	0.088264	0.08826	0.08826	NC_043957.1:3357156	NC_043957.1	3357156	59479124	0	3357156	1.2370523590964e-16	15.9076119181676	1.9826527472845e-17	72.1617141891936
8e-06	0.27842	0.278412	0.278412	NC_043957.1:3359623	NC_043957.1	3359623	59479124	0	3359623	1.14634163288149e-34	33.9406859345811	9.62215991420755e-36	155.745541358203
4e-06	0.031652	0.031648	0.031648	NC_043957.1:3359726	NC_043957.1	3359726	59479124	0	3359726	1.67233966698836e-06	5.77667550888453	5.35270034054196e-07	25.1323615659331
4e-06	0.085848	0.085844	0.085844	NC_043957.1:3359862	NC_043957.1	3359862	59479124	0	3359862	6.31272135855561e-24	23.1997833798652	7.53561112377029e-25	105.956909892812
2e-06	0.078426	0.078424	0.078424	NC_043957.1:3359869	NC_043957.1	3359869	59479124	0	3359869	2.92169200807722e-21	20.5343655674032	3.87535829915421e-22	93.5931021664507
5e-06	0.02399	0.023985	0.023985	NC_043957.1:3359897	NC_043957.1	3359897	59479124	0	3359897	3.40870699573204e-06	5.46741032807755	1.12991132400023e-06	23.693027979633
8e-06	0.45751	0.457502	0.457502	NC_043957.1:3386390	NC_043957.1	3386390	59479124	0	3386390	8.83937089535091e-109	108.053578642951	2.07124708138254e-110	498.4453494912
5e-06	0.008605	0.0086	0.0086	NC_043957.1:3443473	NC_043957.1	3443473	59479124	0	3443473	0.000819392225182419	3.08650816117418	0.000375693900682487	12.6493618251357
8e-06	0.009339	0.009331	0.009331	NC_043957.1:3443499	NC_043957.1	3443499	59479124	0	3443499	0.00649129004859246	2.18766898497011	0.00356356403547245	8.49381189813277
2e-06	0.003046	0.003044	0.003044	NC_043957.1:3443601	NC_043957.1	3443601	59479124	0	3443601	0.0184629062463173	1.73369993562893	0.0116101970076422	6.36944395162234
5e-06	0.016001	0.015996	0.015996	NC_043957.1:3443661	NC_043957.1	3443661	59479124	0	3443661	2.21248310903376e-14	13.6551200361924	3.96107265693973e-15	61.7191593961417
0.999992	0.280629	0.719363	-0.719363	NC_043957.1:3522418	NC_043957.1	3522418	59479124	0	3522418	6.75173861391472e-95	94.170584379287	1.92767808055561e-96	434.253913925941
8e-06	0.023546	0.023538	0.023538	NC_043957.1:3522466	NC_043957.1	3522466	59479124	0	3522466	0.0076150408203392	2.1183277642911	0.00428341315599887	8.1595866981748
8e-06	0.057609	0.057601	0.057601	NC_043957.1:3522534	NC_043957.1	3522534	59479124	0	3522534	9.78384789116533e-06	5.00949030786681	3.41258008270271e-06	21.569373074748
5e-06	0.010592	0.010587	0.010587	NC_043957.1:3523689	NC_043957.1	3523689	59479124	0	3523689	0.0112746125215132	1.94789837474138	0.00674224294162451	7.3403841562665
5e-06	0.099975	0.09997	0.09997	NC_043957.1:3523737	NC_043957.1	3523737	59479124	0	3523737	1.99025008768504e-20	19.701092348275	2.71950731343307e-21	89.7375029796478
8e-06	0.035636	0.035628	0.035628	NC_043957.1:3557978	NC_043957.1	3557978	59479124	0	3557978	0.000946551892262485	3.02385557197437	0.000438559948889929	12.360301127622
8e-06	0.0111	0.011092	0.011092	NC_043957.1:3672678	NC_043957.1	3672678	59479124	0	3672678	0.0340202034586646	1.46826309340684	0.0218962158330765	5.25401307022637
4e-06	0.010168	0.010164	0.010164	NC_043957.1:3672900	NC_043957.1	3672900	59479124	0	3672900	0.0187268512335769	1.72753523954106	0.0117887399153026	6.34236797649856
5e-06	0.010569	0.010564	0.010564	NC_043957.1:3672918	NC_043957.1	3672918	59479124	0	3672918	0.0301456145301858	1.52077585844489	0.0193050585844337	5.4736687886092
1e-06	0.011091	0.01109	0.01109	NC_043957.1:3737032	NC_043957.1	3737032	59479124	0	3737032	0.0290586845279004	1.53672404988676	0.0185830013172161	5.54033723675658
4e-06	0.029866	0.029862	0.029862	NC_043957.1:3772883	NC_043957.1	3772883	59479124	0	3772883	0.00897448429676026	2.04699049801495	0.00519148182160269	7.81149918767126
8e-06	0.026232	0.026224	0.026224	NC_043957.1:3929958	NC_043957.1	3929958	59479124	0	3929958	2.57555511143955e-05	4.58912915269934	9.41993730376672e-06	19.6255837389325
8e-06	0.049879	0.049871	0.049871	NC_043957.1:3929978	NC_043957.1	3929978	59479124	0	3929978	4.20715334757837e-08	7.37601165798696	1.14807072018452e-08	32.5728550722772
8e-06	0.098583	0.098575	0.098575	NC_043957.1:4034048	NC_043957.1	4034048	59479124	0	4034048	7.07617056326261e-07	6.15020170744815	2.17376058878447e-07	26.8720847953822
8e-06	0.023167	0.023159	0.023159	NC_043957.1:4034071	NC_043957.1	4034071	59479124	0	4034071	0.00534763469151795	2.27183826799134	0.00286011552281663	8.89462364006138
8e-06	0.038451	0.038443	0.038443	NC_043957.1:4034112	NC_043957.1	4034112	59479124	0	4034112	0.00016898754443139	3.7721453047595	6.93393132192511e-05	15.8287923702909
8e-06	0.03324	0.033232	0.033232	NC_043957.1:4034117	NC_043957.1	4034117	59479124	0	4034117	0.000544921545079491	3.26366602064396	0.000242373910568604	13.4702662721711
8e-06	0.032918	0.03291	0.03291	NC_043957.1:4034237	NC_043957.1	4034237	59479124	0	4034237	0.00123288425671676	2.909077693095	0.000581854951988405	11.8331494688157
8e-06	0.043119	0.043111	0.043111	NC_043957.1:4034262	NC_043957.1	4034262	59479124	0	4034262	0.000103796093102156	3.98381899307819	4.13131353570801e-05	16.810086284471
8e-06	0.023372	0.023364	0.023364	NC_043957.1:4034281	NC_043957.1	4034281	59479124	0	4034281	0.00591333731381022	2.22816734688485	0.00320704950331035	8.68576494131881
8e-06	0.048733	0.048725	0.048725	NC_043957.1:4034759	NC_043957.1	4034759	59479124	0	4034759	7.39994386158993e-05	4.13077157495743	2.88153563897664e-05	17.4944107630959
8e-06	0.037759	0.037751	0.037751	NC_043957.1:4034791	NC_043957.1	4034791	59479124	0	4034791	0.00058959389838785	3.22944701956929	0.000263811184978382	13.3113014692108
8e-06	0.02252	0.022512	0.022512	NC_043957.1:4034820	NC_043957.1	4034820	59479124	0	4034820	0.0089332790973102	2.04898909738607	0.00516165239165476	7.82191330192081
5e-06	0.033421	0.033416	0.033416	NC_043957.1:4118174	NC_043957.1	4118174	59479124	0	4118174	0.00038975599234155	3.40920719898489	0.000169184162364937	14.1456910024055
3e-06	0.022335	0.022332	0.022332	NC_043957.1:4118192	NC_043957.1	4118192	59479124	0	4118192	0.003003988454805	2.52230174078375	0.0015142359058288	10.0612118550063
3e-06	0.293109	0.293106	0.293106	NC_043957.1:4118198	NC_043957.1	4118198	59479124	0	4118198	1.57208831950037e-37	36.8035230590637	1.2234819144904e-38	168.999920308726
0.999991	0.40826	0.591731	-0.591731	NC_043957.1:4118269	NC_043957.1	4118269	59479124	0	4118269	2.53376585977e-104	103.596233519882	6.30860101254732e-106	477.839191036035
0.999991	0.364574	0.635417	-0.635417	NC_043957.1:4118273	NC_043957.1	4118273	59479124	0	4118273	1.29305315797867e-95	94.8883836207172	3.64357986568882e-97	437.578191777528
8e-06	0.020612	0.020604	0.020604	NC_043957.1:4118279	NC_043957.1	4118279	59479124	0	4118279	0.00572625693174114	2.24212916949395	0.00309192831544417	8.75241204058604
8e-06	0.019305	0.019297	0.019297	NC_043957.1:4210631	NC_043957.1	4210631	59479124	0	4210631	0.0369687836810366	1.43216483802045	0.0238876913537838	5.10276824252079
0.999991	0.242577	0.757414	-0.757414	NC_043957.1:4251625	NC_043957.1	4251625	59479124	0	4251625	4.38387948674029e-57	56.3581413931558	2.22549095303906e-58	259.482010837993
3e-06	0.053619	0.053616	0.053616	NC_043957.1:4292203	NC_043957.1	4292203	59479124	0	4292203	0.000382459490070446	3.41741455834192	0.000165769826192694	14.1840491183233
8e-06	0.100282	0.100274	0.100274	NC_043957.1:4420547	NC_043957.1	4420547	59479124	0	4420547	3.08200977476434e-06	5.51116598822646	1.01564490689108e-06	23.8982415675246
8e-06	0.064983	0.064975	0.064975	NC_043957.1:4420553	NC_043957.1	4420553	59479124	0	4420553	0.000296327148053113	3.52822855874755	0.000126302046778527	14.6961812140896
8e-06	0.02229	0.022282	0.022282	NC_043957.1:5097337	NC_043957.1	5097337	59479124	0	5097337	0.0281999190360201	1.5497521385693	0.0180191064012339	5.59429061626297
8e-06	0.059025	0.059017	0.059017	NC_043957.1:5148298	NC_043957.1	5148298	59479124	0	5148298	1.54357359603014e-08	7.81147265896595	4.04035490025382e-09	34.6041909129532
8e-06	0.465733	0.465725	0.465725	NC_043957.1:5148302	NC_043957.1	5148302	59479124	0	5148302	3.38118960319036e-84	83.4709304751051	1.11238819069278e-85	384.816932989816
8e-06	0.031231	0.031223	0.031223	NC_043957.1:5148306	NC_043957.1	5148306	59479124	0	5148306	9.39507620585204e-05	4.0270996928762	3.7158688989302e-05	17.0112657070161
8e-06	0.049075	0.049067	0.049067	NC_043957.1:5148328	NC_043957.1	5148328	59479124	0	5148328	1.78971529441151e-07	6.74721605052863	5.16671113469659e-08	29.6532058068485
8e-06	0.1399	0.139892	0.139892	NC_043957.1:6035212	NC_043957.1	6035212	59479124	0	6035212	1.37350171639351e-09	8.8621707935279	3.32112742327433e-10	39.4760203224437
8e-06	0.030127	0.030119	0.030119	NC_043957.1:6038204	NC_043957.1	6038204	59479124	0	6038204	0.0102969301720105	1.98729223238916	0.00607212868606879	7.52877188730602
8e-06	0.216334	0.216326	0.216326	NC_043957.1:6137053	NC_043957.1	6137053	59479124	0	6137053	2.44301814093653e-25	24.6120733081066	2.7517645444949e-26	112.517849226288
8e-06	0.03717	0.037162	0.037162	NC_043957.1:6263856	NC_043957.1	6263856	59479124	0	6263856	0.00228198302016364	2.64168759141503	0.00112596503407687	10.6080478428849
8e-06	0.026233	0.026225	0.026225	NC_043957.1:6271997	NC_043957.1	6271997	59479124	0	6271997	0.0192538955386482	1.71548138876432	0.0121363077260931	6.29084647202726
8e-06	0.336847	0.336839	0.336839	NC_043957.1:6272105	NC_043957.1	6272105	59479124	0	6272105	1.51849182966254e-25	24.8185875404873	1.70020976653897e-26	113.472525131024
8e-06	0.027896	0.027888	0.027888	NC_043957.1:6272460	NC_043957.1	6272460	59479124	0	6272460	0.0113906576114242	1.94345120228012	0.00682041239594695	7.31966501437677
7e-06	0.047982	0.047975	0.047975	NC_043957.1:6272520	NC_043957.1	6272520	59479124	0	6272520	0.00020547506930215	3.68724086440264	8.53320950513576e-05	15.4363264970295
8e-06	0.1422	0.142192	0.142192	NC_043957.1:6272552	NC_043957.1	6272552	59479124	0	6272552	4.11095332586651e-12	11.3860574539989	8.3916811380562e-13	51.1883115216122
8e-06	0.023442	0.023434	0.023434	NC_043957.1:6314245	NC_043957.1	6314245	59479124	0	6314245	0.00548545562233256	2.26078729406066	0.00294350497376681	8.84216045885964
4e-06	0.03595	0.035946	0.035946	NC_043957.1:6314246	NC_043957.1	6314246	59479124	0	6314246	0.00039647965116534	3.40177909740914	0.000172280082991957	14.1115781701624
8e-06	0.032624	0.032616	0.032616	NC_043957.1:6336086	NC_043957.1	6336086	59479124	0	6336086	0.0147593302980616	1.83093334809935	0.00912097566128594	6.7989840945592
8e-06	0.017581	0.017573	0.017573	NC_043957.1:6385298	NC_043957.1	6385298	59479124	0	6385298	0.029431042673974	1.53119435157583	0.0188277058354403	5.51744799967743
