era	allele_freq	allele_freq_bin_3	allele_freq_bin_5	chrpos	chromo	position	chr_len	chr_start	pos_cum	fdr	neg_log_10_fdr	p_value	test_statistic
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1120481	NC_043957.1	1120481	59479124	0	1120481	3.33485990864788e-14	13.4769224052794	6.02353063213434e-15	60.8938963370021
Modern	0.059064	< 0.25	< 0.25	NC_043957.1:1120481	NC_043957.1	1120481	59479124	0	1120481	3.33485990864788e-14	13.4769224052794	6.02353063213434e-15	60.8938963370021
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1120483	NC_043957.1	1120483	59479124	0	1120483	9.00537312669678e-18	17.0454982880073	1.37058717823819e-18	77.4365013809243
Modern	0.074989	< 0.25	< 0.25	NC_043957.1:1120483	NC_043957.1	1120483	59479124	0	1120483	9.00537312669678e-18	17.0454982880073	1.37058717823819e-18	77.4365013809243
Historical	5e-06	< 0.25	< 0.25	NC_043957.1:1120573	NC_043957.1	1120573	59479124	0	1120573	0.0054578019157602	2.26298223056671	0.00292622482696446	8.85290691680024
Modern	0.008349	< 0.25	< 0.25	NC_043957.1:1120573	NC_043957.1	1120573	59479124	0	1120573	0.0054578019157602	2.26298223056671	0.00292622482696446	8.85290691680024
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1120713	NC_043957.1	1120713	59479124	0	1120713	1.56987360771397e-21	20.8041353117194	2.0623998022025e-22	94.8416533417762
Modern	0.076927	< 0.25	< 0.25	NC_043957.1:1120713	NC_043957.1	1120713	59479124	0	1120713	1.56987360771397e-21	20.8041353117194	2.0623998022025e-22	94.8416533417762
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:1120715	NC_043957.1	1120715	59479124	0	1120715	2.74495039787765e-16	15.5614654989817	4.47374258515046e-17	70.5560466389314
Modern	0.057536	< 0.25	< 0.25	NC_043957.1:1120715	NC_043957.1	1120715	59479124	0	1120715	2.74495039787765e-16	15.5614654989817	4.47374258515046e-17	70.5560466389314
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1120724	NC_043957.1	1120724	59479124	0	1120724	8.58438446598026e-11	10.0662908400036	1.89929826272459e-11	45.0719150843838
Modern	0.034894	< 0.25	< 0.25	NC_043957.1:1120724	NC_043957.1	1120724	59479124	0	1120724	8.58438446598026e-11	10.0662908400036	1.89929826272459e-11	45.0719150843838
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1120743	NC_043957.1	1120743	59479124	0	1120743	3.86332642594205e-21	20.4130385952473	5.14834997076016e-22	93.0309278538726
Modern	0.069543	< 0.25	< 0.25	NC_043957.1:1120743	NC_043957.1	1120743	59479124	0	1120743	3.86332642594205e-21	20.4130385952473	5.14834997076016e-22	93.0309278538726
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1120745	NC_043957.1	1120745	59479124	0	1120745	1.77589419666706e-48	47.7505829119653	1.07805126788033e-49	219.650405135765
Modern	0.145094	< 0.25	< 0.25	NC_043957.1:1120745	NC_043957.1	1120745	59479124	0	1120745	1.77589419666706e-48	47.7505829119653	1.07805126788033e-49	219.650405135765
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1120771	NC_043957.1	1120771	59479124	0	1120771	4.80619623398037e-42	41.3181985011986	3.33319095741954e-43	189.905949802687
Modern	0.129881	< 0.25	< 0.25	NC_043957.1:1120771	NC_043957.1	1120771	59479124	0	1120771	4.80619623398037e-42	41.3181985011986	3.33319095741954e-43	189.905949802687
Historical	7e-06	< 0.25	< 0.25	NC_043957.1:1120773	NC_043957.1	1120773	59479124	0	1120773	1.11539133568278e-44	43.9525727334143	7.30031999351071e-46	202.091909943707
Modern	0.140223	< 0.25	< 0.25	NC_043957.1:1120773	NC_043957.1	1120773	59479124	0	1120773	1.11539133568278e-44	43.9525727334143	7.30031999351071e-46	202.091909943707
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1120788	NC_043957.1	1120788	59479124	0	1120788	1.79414911591989e-100	99.746141464564	4.68554497771545e-102	460.051150152541
Modern	0.275628	0.25–0.75	0.25–0.75	NC_043957.1:1120788	NC_043957.1	1120788	59479124	0	1120788	1.79414911591989e-100	99.746141464564	4.68554497771545e-102	460.051150152541
Historical	2.8e-05	< 0.25	< 0.25	NC_043957.1:1120816	NC_043957.1	1120816	59479124	0	1120816	1.82615927064211e-54	53.7384613476426	9.76970706115812e-56	247.36052263516
Modern	0.186447	< 0.25	< 0.25	NC_043957.1:1120816	NC_043957.1	1120816	59479124	0	1120816	1.82615927064211e-54	53.7384613476426	9.76970706115812e-56	247.36052263516
Historical	3.4e-05	< 0.25	< 0.25	NC_043957.1:1120818	NC_043957.1	1120818	59479124	0	1120818	1.15422169298985e-39	38.9377107676142	8.49519097166267e-41	178.883630618428
Modern	0.142065	< 0.25	< 0.25	NC_043957.1:1120818	NC_043957.1	1120818	59479124	0	1120818	1.15422169298985e-39	38.9377107676142	8.49519097166267e-41	178.883630618428
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1120833	NC_043957.1	1120833	59479124	0	1120833	2.77289657708922e-41	40.5570663283439	1.95475290458257e-42	186.386624249594
Modern	0.14913	< 0.25	< 0.25	NC_043957.1:1120833	NC_043957.1	1120833	59479124	0	1120833	2.77289657708922e-41	40.5570663283439	1.95475290458257e-42	186.386624249594
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1120900	NC_043957.1	1120900	59479124	0	1120900	1.64803233811031e-05	4.78303427071835	5.88957387106215e-06	20.523756241044
Modern	0.019416	< 0.25	< 0.25	NC_043957.1:1120900	NC_043957.1	1120900	59479124	0	1120900	1.64803233811031e-05	4.78303427071835	5.88957387106215e-06	20.523756241044
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1120906	NC_043957.1	1120906	59479124	0	1120906	6.64760511028944e-18	17.1773347869851	1.00480523521247e-18	78.0496959027212
Modern	0.068924	< 0.25	< 0.25	NC_043957.1:1120906	NC_043957.1	1120906	59479124	0	1120906	6.64760511028944e-18	17.1773347869851	1.00480523521247e-18	78.0496959027212
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1120945	NC_043957.1	1120945	59479124	0	1120945	5.33119054752058e-25	24.2731757946355	6.07647625521243e-26	110.947299526513
Modern	0.082424	< 0.25	< 0.25	NC_043957.1:1120945	NC_043957.1	1120945	59479124	0	1120945	5.33119054752058e-25	24.2731757946355	6.07647625521243e-26	110.947299526513
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1120947	NC_043957.1	1120947	59479124	0	1120947	3.26870560342703e-28	27.4856241924709	3.32929735325698e-29	125.842212386984
Modern	0.091033	< 0.25	< 0.25	NC_043957.1:1120947	NC_043957.1	1120947	59479124	0	1120947	3.26870560342703e-28	27.4856241924709	3.32929735325698e-29	125.842212386984
Historical	1e-05	< 0.25	< 0.25	NC_043957.1:1120960	NC_043957.1	1120960	59479124	0	1120960	8.5845139077822e-83	82.0662842914343	2.87970722977487e-84	378.326326575843
Modern	0.250969	0.25–0.75	0.25–0.75	NC_043957.1:1120960	NC_043957.1	1120960	59479124	0	1120960	8.5845139077822e-83	82.0662842914343	2.87970722977487e-84	378.326326575843
Historical	1e-05	< 0.25	< 0.25	NC_043957.1:1120962	NC_043957.1	1120962	59479124	0	1120962	2.17699436416548e-70	69.6621426952653	8.6876377816563e-72	321.019185288084
Modern	0.229869	< 0.25	< 0.25	NC_043957.1:1120962	NC_043957.1	1120962	59479124	0	1120962	2.17699436416548e-70	69.6621426952653	8.6876377816563e-72	321.019185288084
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:1120990	NC_043957.1	1120990	59479124	0	1120990	4.73988359939917e-60	59.324232323465	2.27312775739002e-61	273.204011601176
Modern	0.174196	< 0.25	< 0.25	NC_043957.1:1120990	NC_043957.1	1120990	59479124	0	1120990	4.73988359939917e-60	59.324232323465	2.27312775739002e-61	273.204011601176
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:1120992	NC_043957.1	1120992	59479124	0	1120992	2.37047086049947e-55	54.6251653789664	1.24696521510719e-56	251.46135689574
Modern	0.154849	< 0.25	< 0.25	NC_043957.1:1120992	NC_043957.1	1120992	59479124	0	1120992	2.37047086049947e-55	54.6251653789664	1.24696521510719e-56	251.46135689574
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1121005	NC_043957.1	1121005	59479124	0	1121005	3.37738271714734e-43	42.4714197233363	2.2826958032603e-44	195.240841579515
Modern	0.124755	< 0.25	< 0.25	NC_043957.1:1121005	NC_043957.1	1121005	59479124	0	1121005	3.37738271714734e-43	42.4714197233363	2.2826958032603e-44	195.240841579515
Historical	6e-06	< 0.25	< 0.25	NC_043957.1:1121007	NC_043957.1	1121007	59479124	0	1121007	5.82004097161326e-46	45.2350739580163	3.73116631218621e-47	208.010881928327
Modern	0.148892	< 0.25	< 0.25	NC_043957.1:1121007	NC_043957.1	1121007	59479124	0	1121007	5.82004097161326e-46	45.2350739580163	3.73116631218621e-47	208.010881928327
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1121020	NC_043957.1	1121020	59479124	0	1121020	3.27357260297606e-47	46.4849780226289	2.04089893173316e-48	213.795537581904
Modern	0.138475	< 0.25	< 0.25	NC_043957.1:1121020	NC_043957.1	1121020	59479124	0	1121020	3.27357260297606e-47	46.4849780226289	2.04089893173316e-48	213.795537581904
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1121022	NC_043957.1	1121022	59479124	0	1121022	6.61066416405363e-53	52.1797549053716	3.67269878418087e-54	240.13630350755
Modern	0.148908	< 0.25	< 0.25	NC_043957.1:1121022	NC_043957.1	1121022	59479124	0	1121022	6.61066416405363e-53	52.1797549053716	3.67269878418087e-54	240.13630350755
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:1121106	NC_043957.1	1121106	59479124	0	1121106	1.96511563990861e-30	29.7066118878858	1.85407615662782e-31	136.145764186149
Modern	0.090455	< 0.25	< 0.25	NC_043957.1:1121106	NC_043957.1	1121106	59479124	0	1121106	1.96511563990861e-30	29.7066118878858	1.85407615662782e-31	136.145764186149
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:1121108	NC_043957.1	1121108	59479124	0	1121108	5.30525771064053e-38	37.2752935147616	4.07610000032316e-39	171.185508107459
Modern	0.106345	< 0.25	< 0.25	NC_043957.1:1121108	NC_043957.1	1121108	59479124	0	1121108	5.30525771064053e-38	37.2752935147616	4.07610000032316e-39	171.185508107459
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1121123	NC_043957.1	1121123	59479124	0	1121123	2.94465402861129e-59	58.5309657237263	1.4385224680076e-60	269.527372658417
Modern	0.192079	< 0.25	< 0.25	NC_043957.1:1121123	NC_043957.1	1121123	59479124	0	1121123	2.94465402861129e-59	58.5309657237263	1.4385224680076e-60	269.527372658417
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:1121136	NC_043957.1	1121136	59479124	0	1121136	4.55906974363825e-47	46.3411237640065	2.85253394654635e-48	213.128996834092
Modern	0.146185	< 0.25	< 0.25	NC_043957.1:1121136	NC_043957.1	1121136	59479124	0	1121136	4.55906974363825e-47	46.3411237640065	2.85253394654635e-48	213.128996834092
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:1121138	NC_043957.1	1121138	59479124	0	1121138	1.29111172383485e-37	36.8890361752815	1.00256538539506e-38	169.395884387823
Modern	0.116048	< 0.25	< 0.25	NC_043957.1:1121138	NC_043957.1	1121138	59479124	0	1121138	1.29111172383485e-37	36.8890361752815	1.00256538539506e-38	169.395884387823
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1121463	NC_043957.1	1121463	59479124	0	1121463	0.0144486843232909	1.84017169734681	0.0089099741290903	6.84078370889616
Modern	0.009172	< 0.25	< 0.25	NC_043957.1:1121463	NC_043957.1	1121463	59479124	0	1121463	0.0144486843232909	1.84017169734681	0.0089099741290903	6.84078370889616
Historical	2.5e-05	< 0.25	< 0.25	NC_043957.1:1121491	NC_043957.1	1121491	59479124	0	1121491	2.58493475166476e-118	117.587550414794	5.44683597408737e-120	542.478950618496
Modern	0.549386	0.25–0.75	0.25–0.75	NC_043957.1:1121491	NC_043957.1	1121491	59479124	0	1121491	2.58493475166476e-118	117.587550414794	5.44683597408737e-120	542.478950618496
Historical	2.5e-05	< 0.25	< 0.25	NC_043957.1:1121506	NC_043957.1	1121506	59479124	0	1121506	5.69200712406847e-50	49.2447345650281	3.36055285925522e-51	226.556160436457
Modern	0.226586	< 0.25	< 0.25	NC_043957.1:1121506	NC_043957.1	1121506	59479124	0	1121506	5.69200712406847e-50	49.2447345650281	3.36055285925522e-51	226.556160436457
Historical	5e-06	< 0.25	< 0.25	NC_043957.1:1121511	NC_043957.1	1121511	59479124	0	1121511	5.87658317076886e-16	15.2308751129363	9.75877281837001e-17	69.0176187330943
Modern	0.071923	< 0.25	< 0.25	NC_043957.1:1121511	NC_043957.1	1121511	59479124	0	1121511	5.87658317076886e-16	15.2308751129363	9.75877281837001e-17	69.0176187330943
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1121535	NC_043957.1	1121535	59479124	0	1121535	9.52530838528079e-09	8.02112095498487	2.45422727976783e-09	35.5749549737361
Modern	0.036191	< 0.25	< 0.25	NC_043957.1:1121535	NC_043957.1	1121535	59479124	0	1121535	9.52530838528079e-09	8.02112095498487	2.45422727976783e-09	35.5749549737361
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1121564	NC_043957.1	1121564	59479124	0	1121564	5.29800109638568e-61	60.2758879561645	2.49997616589713e-62	277.603073356003
Modern	0.244975	< 0.25	< 0.25	NC_043957.1:1121564	NC_043957.1	1121564	59479124	0	1121564	5.29800109638568e-61	60.2758879561645	2.49997616589713e-62	277.603073356003
Historical	2e-06	< 0.25	< 0.25	NC_043957.1:1121584	NC_043957.1	1121584	59479124	0	1121584	1.29415031468073e-19	18.8880152777283	1.82494360297513e-20	85.9720775006146
Modern	0.095105	< 0.25	< 0.25	NC_043957.1:1121584	NC_043957.1	1121584	59479124	0	1121584	1.29415031468073e-19	18.8880152777283	1.82494360297513e-20	85.9720775006146
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:1121745	NC_043957.1	1121745	59479124	0	1121745	5.76281160319322e-10	9.23936557806414	1.35278007194529e-10	41.2307434395803
Modern	0.067068	< 0.25	< 0.25	NC_043957.1:1121745	NC_043957.1	1121745	59479124	0	1121745	5.76281160319322e-10	9.23936557806414	1.35278007194529e-10	41.2307434395803
Historical	7e-06	< 0.25	< 0.25	NC_043957.1:1121756	NC_043957.1	1121756	59479124	0	1121756	1.01738746750446e-10	9.99251361644634	2.26285538754408e-11	44.728959767616
Modern	0.083464	< 0.25	< 0.25	NC_043957.1:1121756	NC_043957.1	1121756	59479124	0	1121756	1.01738746750446e-10	9.99251361644634	2.26285538754408e-11	44.728959767616
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:1121827	NC_043957.1	1121827	59479124	0	1121827	7.31743437378746e-06	5.13564116383504	2.51720906149274e-06	22.1533152504082
Modern	0.060407	< 0.25	< 0.25	NC_043957.1:1121827	NC_043957.1	1121827	59479124	0	1121827	7.31743437378746e-06	5.13564116383504	2.51720906149274e-06	22.1533152504082
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:1823754	NC_043957.1	1823754	59479124	0	1823754	3.42003524982163e-06	5.46596941770874	1.13392133829565e-06	23.6862100882739
Modern	0.066915	< 0.25	< 0.25	NC_043957.1:1823754	NC_043957.1	1823754	59479124	0	1823754	3.42003524982163e-06	5.46596941770874	1.13392133829565e-06	23.6862100882739
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:1823915	NC_043957.1	1823915	59479124	0	1823915	3.94478031568976e-11	10.4039771775852	8.52787713609505e-12	46.6405145363154
Modern	0.088452	< 0.25	< 0.25	NC_043957.1:1823915	NC_043957.1	1823915	59479124	0	1823915	3.94478031568976e-11	10.4039771775852	8.52787713609505e-12	46.6405145363154
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:1823945	NC_043957.1	1823945	59479124	0	1823945	7.02039230331215e-34	33.153638618582	6.00616506816016e-35	152.106282108684
Modern	0.21657	< 0.25	< 0.25	NC_043957.1:1823945	NC_043957.1	1823945	59479124	0	1823945	7.02039230331215e-34	33.153638618582	6.00616506816016e-35	152.106282108684
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:1823969	NC_043957.1	1823969	59479124	0	1823969	2.42216197767973e-10	9.61579681756773	5.52576014240076e-11	42.9815830918851
Modern	0.05483	< 0.25	< 0.25	NC_043957.1:1823969	NC_043957.1	1823969	59479124	0	1823969	2.42216197767973e-10	9.61579681756773	5.52576014240076e-11	42.9815830918851
Historical	1.8e-05	< 0.25	< 0.25	NC_043957.1:1823972	NC_043957.1	1823972	59479124	0	1823972	1.73751936819402e-15	14.7600703456139	2.94580425633331e-16	66.8392084930616
Modern	0.102281	< 0.25	< 0.25	NC_043957.1:1823972	NC_043957.1	1823972	59479124	0	1823972	1.73751936819402e-15	14.7600703456139	2.94580425633331e-16	66.8392084930616
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1823993	NC_043957.1	1823993	59479124	0	1823993	2.8754611585393e-63	62.5412924944359	1.30111687946031e-64	288.082732217105
Modern	0.322266	0.25–0.75	0.25–0.75	NC_043957.1:1823993	NC_043957.1	1823993	59479124	0	1823993	2.8754611585393e-63	62.5412924944359	1.30111687946031e-64	288.082732217105
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:1824005	NC_043957.1	1824005	59479124	0	1824005	1.74031819941327e-21	20.7593713381455	2.29150833383632e-22	94.6331302097328
Modern	0.119855	< 0.25	< 0.25	NC_043957.1:1824005	NC_043957.1	1824005	59479124	0	1824005	1.74031819941327e-21	20.7593713381455	2.29150833383632e-22	94.6331302097328
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:1824028	NC_043957.1	1824028	59479124	0	1824028	2.90270390061255e-14	13.5371972634755	5.22276089462664e-15	61.1747296212223
Modern	0.11662	< 0.25	< 0.25	NC_043957.1:1824028	NC_043957.1	1824028	59479124	0	1824028	2.90270390061255e-14	13.5371972634755	5.22276089462664e-15	61.1747296212223
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2071362	NC_043957.1	2071362	59479124	0	2071362	0.00529611223752526	2.27604281971236	0.00282913778159025	8.91450956916124
Modern	0.045743	< 0.25	< 0.25	NC_043957.1:2071362	NC_043957.1	2071362	59479124	0	2071362	0.00529611223752526	2.27604281971236	0.00282913778159025	8.91450956916124
Historical	5e-06	< 0.25	< 0.25	NC_043957.1:2075350	NC_043957.1	2075350	59479124	0	2075350	0.0013857631535641	2.85831099042398	0.000660410285314728	11.5974861469745
Modern	0.051861	< 0.25	< 0.25	NC_043957.1:2075350	NC_043957.1	2075350	59479124	0	2075350	0.0013857631535641	2.85831099042398	0.000660410285314728	11.5974861469745
Historical	0.999995	> 0.75	> 0.75	NC_043957.1:2256545	NC_043957.1	2256545	59479124	0	2256545	1.11071275415356e-51	50.9543982411632	6.30923704401906e-53	234.472628090311
Modern	0.4567	0.25–0.75	0.25–0.75	NC_043957.1:2256545	NC_043957.1	2256545	59479124	0	2256545	1.11071275415356e-51	50.9543982411632	6.30923704401906e-53	234.472628090311
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2457576	NC_043957.1	2457576	59479124	0	2457576	0.00661746730344664	2.17930819584721	0.00364417827201531	8.45311958724565
Modern	0.026901	< 0.25	< 0.25	NC_043957.1:2457576	NC_043957.1	2457576	59479124	0	2457576	0.00661746730344664	2.17930819584721	0.00364417827201531	8.45311958724565
Historical	1e-06	< 0.25	< 0.25	NC_043957.1:2570300	NC_043957.1	2570300	59479124	0	2570300	2.80582043357509e-27	26.5519401263236	2.9547428181819e-28	121.510226970913
Modern	0.296111	0.25–0.75	0.25–0.75	NC_043957.1:2570300	NC_043957.1	2570300	59479124	0	2570300	2.80582043357509e-27	26.5519401263236	2.9547428181819e-28	121.510226970913
Historical	0.999997	> 0.75	> 0.75	NC_043957.1:2570345	NC_043957.1	2570345	59479124	0	2570345	6.74983845571356e-53	52.1707066210403	3.75196019914303e-54	240.093775840182
Modern	0.443515	0.25–0.75	0.25–0.75	NC_043957.1:2570345	NC_043957.1	2570345	59479124	0	2570345	6.74983845571356e-53	52.1707066210403	3.75196019914303e-54	240.093775840182
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2570393	NC_043957.1	2570393	59479124	0	2570393	2.33200299151666e-36	35.6322708967954	1.86993679893258e-37	163.578566424544
Modern	0.358217	0.25–0.75	0.25–0.75	NC_043957.1:2570393	NC_043957.1	2570393	59479124	0	2570393	2.33200299151666e-36	35.6322708967954	1.86993679893258e-37	163.578566424544
Historical	1e-06	< 0.25	< 0.25	NC_043957.1:2600404	NC_043957.1	2600404	59479124	0	2600404	1.69437493828906e-12	11.7709904808929	3.37325613894542e-13	52.9778813830757
Modern	0.083219	< 0.25	< 0.25	NC_043957.1:2600404	NC_043957.1	2600404	59479124	0	2600404	1.69437493828906e-12	11.7709904808929	3.37325613894542e-13	52.9778813830757
Historical	0.999991	> 0.75	> 0.75	NC_043957.1:2600433	NC_043957.1	2600433	59479124	0	2600433	5.44945289462842e-144	143.263647097131	8.43606289969562e-146	661.141251782705
Modern	0.118794	< 0.25	< 0.25	NC_043957.1:2600433	NC_043957.1	2600433	59479124	0	2600433	5.44945289462842e-144	143.263647097131	8.43606289969562e-146	661.141251782705
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2600627	NC_043957.1	2600627	59479124	0	2600627	2.31288000990448e-28	27.6358468974447	2.33851226525726e-29	126.543234613612
Modern	0.318906	0.25–0.75	0.25–0.75	NC_043957.1:2600627	NC_043957.1	2600627	59479124	0	2600627	2.31288000990448e-28	27.6358468974447	2.33851226525726e-29	126.543234613612
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2600631	NC_043957.1	2600631	59479124	0	2600631	0.00774725672350276	2.11085205242965	0.00437237220563671	8.12231369568691
Modern	0.025862	< 0.25	< 0.25	NC_043957.1:2600631	NC_043957.1	2600631	59479124	0	2600631	0.00774725672350276	2.11085205242965	0.00437237220563671	8.12231369568691
Historical	4e-06	< 0.25	< 0.25	NC_043957.1:2600845	NC_043957.1	2600845	59479124	0	2600845	2.26928018462197e-06	5.64411187911597	7.37273591440519e-07	24.5151625511958
Modern	0.047234	< 0.25	< 0.25	NC_043957.1:2600845	NC_043957.1	2600845	59479124	0	2600845	2.26928018462197e-06	5.64411187911597	7.37273591440519e-07	24.5151625511958
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:2600861	NC_043957.1	2600861	59479124	0	2600861	4.09969036904446e-10	9.38724894232741	9.51269969837421e-11	41.9191382133944
Modern	0.075309	< 0.25	< 0.25	NC_043957.1:2600861	NC_043957.1	2600861	59479124	0	2600861	4.09969036904446e-10	9.38724894232741	9.51269969837421e-11	41.9191382133944
Historical	3e-06	< 0.25	< 0.25	NC_043957.1:2600872	NC_043957.1	2600872	59479124	0	2600872	5.45480745356252e-23	22.2632205747422	6.75277078164408e-24	101.612211816399
Modern	0.180083	< 0.25	< 0.25	NC_043957.1:2600872	NC_043957.1	2600872	59479124	0	2600872	5.45480745356252e-23	22.2632205747422	6.75277078164408e-24	101.612211816399
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2600978	NC_043957.1	2600978	59479124	0	2600978	0.010493237151438	1.97909051179418	0.0062056218120521	7.48960351268329
Modern	0.019598	< 0.25	< 0.25	NC_043957.1:2600978	NC_043957.1	2600978	59479124	0	2600978	0.010493237151438	1.97909051179418	0.0062056218120521	7.48960351268329
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2600986	NC_043957.1	2600986	59479124	0	2600986	0.00692665830564121	2.15947623572604	0.00384009227356031	8.35792308069364
Modern	0.024141	< 0.25	< 0.25	NC_043957.1:2600986	NC_043957.1	2600986	59479124	0	2600986	0.00692665830564121	2.15947623572604	0.00384009227356031	8.35792308069364
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2822761	NC_043957.1	2822761	59479124	0	2822761	0.000786337987738137	3.10439074319862	0.000359248838151113	12.7330570754559
Modern	0.050964	< 0.25	< 0.25	NC_043957.1:2822761	NC_043957.1	2822761	59479124	0	2822761	0.000786337987738137	3.10439074319862	0.000359248838151113	12.7330570754559
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2822822	NC_043957.1	2822822	59479124	0	2822822	0.00128309686402662	2.89174055646659	0.000607873563824282	11.7517102543096
Modern	0.041729	< 0.25	< 0.25	NC_043957.1:2822822	NC_043957.1	2822822	59479124	0	2822822	0.00128309686402662	2.89174055646659	0.000607873563824282	11.7517102543096
Historical	8e-06	< 0.25	< 0.25	NC_043957.1:2822846	NC_043957.1	2822846	59479124	0	2822846	3.00078818626144e-22	21.5227646586186	3.83337940204007e-23	98.173226802186
Modern	0.305667	0.25–0.75	0.25–0.75	NC_043957.1:2822846	NC_043957.1	2822846	59479124	0	2822846	3.00078818626144e-22	21.5227646586186	3.83337940204007e-23	98.173226802186
