apnd_maf	cpnd_maf	change_abs	change	chrpos	chromo	position	chr_len	chr_start	pos_cum	fdr	neg_log_10_fdr	p_value	test_statistic
8e-06	0.02722	0.027212	0.027212	NC_043957.1:1114226	NC_043957.1	1114226	59479124	0	1114226	0.00350353809964503	2.45549315535732	0.00178815904399933	9.7552029106471
8e-06	0.058885	0.058877	0.058877	NC_043957.1:1114256	NC_043957.1	1114256	59479124	0	1114256	3.11733512853017e-06	5.50621650646627	1.0279748679152e-06	23.8750119803889
5e-06	0.038163	0.038158	0.038158	NC_043957.1:1114281	NC_043957.1	1114281	59479124	0	1114281	0.000107076735016345	3.97030487978995	4.26800990556901e-05	16.7483173033804
2e-06	0.059064	0.059062	0.059062	NC_043957.1:1120481	NC_043957.1	1120481	59479124	0	1120481	3.33485990864788e-14	13.4769224052794	6.02353063213434e-15	60.8938963370021
2e-06	0.074989	0.074987	0.074987	NC_043957.1:1120483	NC_043957.1	1120483	59479124	0	1120483	9.00537312669678e-18	17.0454982880073	1.37058717823819e-18	77.4365013809243
0.232093	0.386413	0.15432	0.15432	NC_043957.1:1120496	NC_043957.1	1120496	59479124	0	1120496	0.655261193235003	0.183585551657704	0.570564291515132	0.321739246521973
0.096994	0.223474	0.12648	0.12648	NC_043957.1:1120498	NC_043957.1	1120498	59479124	0	1120498	0.587290060863217	0.23114734897619	0.500299800133527	0.454300412498997
0.347852	0.310538	0.037314	-0.037314	NC_043957.1:1120554	NC_043957.1	1120554	59479124	0	1120554	0.947324065122427	0.0235014300577086	0.901492637958294	0.0153204972162483
5e-06	0.008349	0.008344	0.008344	NC_043957.1:1120573	NC_043957.1	1120573	59479124	0	1120573	0.0054578019157602	2.26298223056671	0.00292622482696446	8.85290691680024
4e-06	0.076927	0.076923	0.076923	NC_043957.1:1120713	NC_043957.1	1120713	59479124	0	1120713	1.56987360771397e-21	20.8041353117194	2.0623998022025e-22	94.8416533417762
8e-06	0.057536	0.057528	0.057528	NC_043957.1:1120715	NC_043957.1	1120715	59479124	0	1120715	2.74495039787765e-16	15.5614654989817	4.47374258515046e-17	70.5560466389314
4e-06	0.034894	0.03489	0.03489	NC_043957.1:1120724	NC_043957.1	1120724	59479124	0	1120724	8.58438446598026e-11	10.0662908400036	1.89929826272459e-11	45.0719150843838
4e-06	0.069543	0.069539	0.069539	NC_043957.1:1120743	NC_043957.1	1120743	59479124	0	1120743	3.86332642594205e-21	20.4130385952473	5.14834997076016e-22	93.0309278538726
4e-06	0.145094	0.14509	0.14509	NC_043957.1:1120745	NC_043957.1	1120745	59479124	0	1120745	1.77589419666706e-48	47.7505829119653	1.07805126788033e-49	219.650405135765
0.15215	0.092989	0.059161	-0.059161	NC_043957.1:1120767	NC_043957.1	1120767	59479124	0	1120767	0.855811638939656	0.0676218114570221	0.793205797943772	0.068722623785041
4e-06	0.129881	0.129877	0.129877	NC_043957.1:1120771	NC_043957.1	1120771	59479124	0	1120771	4.80619623398037e-42	41.3181985011986	3.33319095741954e-43	189.905949802687
7e-06	0.140223	0.140216	0.140216	NC_043957.1:1120773	NC_043957.1	1120773	59479124	0	1120773	1.11539133568278e-44	43.9525727334143	7.30031999351071e-46	202.091909943707
0.115547	0.269274	0.153727	0.153727	NC_043957.1:1120786	NC_043957.1	1120786	59479124	0	1120786	0.530182260716557	0.275574807349428	0.44466856788505	0.584205593578701
2e-06	0.275628	0.275626	0.275626	NC_043957.1:1120788	NC_043957.1	1120788	59479124	0	1120788	1.79414911591989e-100	99.746141464564	4.68554497771545e-102	460.051150152541
2.8e-05	0.186447	0.186419	0.186419	NC_043957.1:1120816	NC_043957.1	1120816	59479124	0	1120816	1.82615927064211e-54	53.7384613476426	9.76970706115812e-56	247.36052263516
3.4e-05	0.142065	0.142031	0.142031	NC_043957.1:1120818	NC_043957.1	1120818	59479124	0	1120818	1.15422169298985e-39	38.9377107676142	8.49519097166267e-41	178.883630618428
0.142394	0.041548	0.100846	-0.100846	NC_043957.1:1120828	NC_043957.1	1120828	59479124	0	1120828	0.725014767194702	0.13965314757265	0.645980879318667	0.211004940998839
0.085977	0.148604	0.062627	0.062627	NC_043957.1:1120831	NC_043957.1	1120831	59479124	0	1120831	0.791834212180865	0.101365737945804	0.720902835207602	0.127629301987975
4e-06	0.14913	0.149126	0.149126	NC_043957.1:1120833	NC_043957.1	1120833	59479124	0	1120833	2.77289657708922e-41	40.5570663283439	1.95475290458257e-42	186.386624249594
0.17831	0.184455	0.00614500000000001	0.00614500000000001	NC_043957.1:1120846	NC_043957.1	1120846	59479124	0	1120846	1	0	0.979300518096654	0.00067318786307086
0.303907	0.180561	0.123346	-0.123346	NC_043957.1:1120848	NC_043957.1	1120848	59479124	0	1120848	0.7430150902829	0.129002365835599	0.666085521908814	0.186215199090788
2e-06	0.019416	0.019414	0.019414	NC_043957.1:1120900	NC_043957.1	1120900	59479124	0	1120900	1.64803233811031e-05	4.78303427071835	5.88957387106215e-06	20.523756241044
0.383735	0.272777	0.110958	-0.110958	NC_043957.1:1120902	NC_043957.1	1120902	59479124	0	1120902	0.788288589006192	0.103314760088787	0.71667584968091	0.131700040853387
0.383654	0.238897	0.144757	-0.144757	NC_043957.1:1120904	NC_043957.1	1120904	59479124	0	1120904	0.715617797296596	0.145318867138216	0.635830075984852	0.224237335738029
2e-06	0.068924	0.068922	0.068922	NC_043957.1:1120906	NC_043957.1	1120906	59479124	0	1120906	6.64760511028944e-18	17.1773347869851	1.00480523521247e-18	78.0496959027212
0.107698	0.20067	0.092972	0.092972	NC_043957.1:1120917	NC_043957.1	1120917	59479124	0	1120917	0.718255051086007	0.143721311175114	0.638637324644931	0.220528760231954
0.09319	0.140156	0.046966	0.046966	NC_043957.1:1120919	NC_043957.1	1120919	59479124	0	1120919	0.860589903490747	0.0652037534010076	0.798662414319663	0.0650650776355404
2e-06	0.082424	0.082422	0.082422	NC_043957.1:1120945	NC_043957.1	1120945	59479124	0	1120945	5.33119054752058e-25	24.2731757946355	6.07647625521243e-26	110.947299526513
2e-06	0.091033	0.091031	0.091031	NC_043957.1:1120947	NC_043957.1	1120947	59479124	0	1120947	3.26870560342703e-28	27.4856241924709	3.32929735325698e-29	125.842212386984
1e-05	0.250969	0.250959	0.250959	NC_043957.1:1120960	NC_043957.1	1120960	59479124	0	1120960	8.5845139077822e-83	82.0662842914343	2.87970722977487e-84	378.326326575843
1e-05	0.229869	0.229859	0.229859	NC_043957.1:1120962	NC_043957.1	1120962	59479124	0	1120962	2.17699436416548e-70	69.6621426952653	8.6876377816563e-72	321.019185288084
0.336385	0.380908	0.044523	0.044523	NC_043957.1:1120975	NC_043957.1	1120975	59479124	0	1120975	0.932158515570809	0.0305102286503498	0.883646704754391	0.0214177261496574
0.277661	0.385784	0.108123	0.108123	NC_043957.1:1120977	NC_043957.1	1120977	59479124	0	1120977	0.783296320338735	0.106073913621234	0.710755186606938	0.1375238190468
3e-06	0.174196	0.174193	0.174193	NC_043957.1:1120990	NC_043957.1	1120990	59479124	0	1120990	4.73988359939917e-60	59.324232323465	2.27312775739002e-61	273.204011601176
3e-06	0.154849	0.154846	0.154846	NC_043957.1:1120992	NC_043957.1	1120992	59479124	0	1120992	2.37047086049947e-55	54.6251653789664	1.24696521510719e-56	251.46135689574
4e-06	0.124755	0.124751	0.124751	NC_043957.1:1121005	NC_043957.1	1121005	59479124	0	1121005	3.37738271714734e-43	42.4714197233363	2.2826958032603e-44	195.240841579515
6e-06	0.148892	0.148886	0.148886	NC_043957.1:1121007	NC_043957.1	1121007	59479124	0	1121007	5.82004097161326e-46	45.2350739580163	3.73116631218621e-47	208.010881928327
4e-06	0.138475	0.138471	0.138471	NC_043957.1:1121020	NC_043957.1	1121020	59479124	0	1121020	3.27357260297606e-47	46.4849780226289	2.04089893173316e-48	213.795537581904
4e-06	0.148908	0.148904	0.148904	NC_043957.1:1121022	NC_043957.1	1121022	59479124	0	1121022	6.61066416405363e-53	52.1797549053716	3.67269878418087e-54	240.13630350755
0.119865	0.092713	0.027152	-0.027152	NC_043957.1:1121035	NC_043957.1	1121035	59479124	0	1121035	0.940452780723969	0.0266630050958794	0.893528290521859	0.0179134183630539
0.110315	0.064281	0.046034	-0.046034	NC_043957.1:1121037	NC_043957.1	1121037	59479124	0	1121037	0.872657961053619	0.0591559449937337	0.812983109925015	0.0559698082749193
0.260491	0.082859	0.177632	-0.177632	NC_043957.1:1121050	NC_043957.1	1121050	59479124	0	1121050	0.601597312168166	0.220694112764056	0.514610562354366	0.424680893701155
0.18241	0.177408	0.00500199999999998	-0.00500199999999998	NC_043957.1:1121076	NC_043957.1	1121076	59479124	0	1121076	1	0	0.983217027079816	0.000442508607131518
0.182413	0.162954	0.019459	-0.019459	NC_043957.1:1121078	NC_043957.1	1121078	59479124	0	1121078	0.97418150704212	0.0113601189295035	0.934772713347046	0.00669803959669277
3e-06	0.090455	0.090452	0.090452	NC_043957.1:1121106	NC_043957.1	1121106	59479124	0	1121106	1.96511563990861e-30	29.7066118878858	1.85407615662782e-31	136.145764186149
3e-06	0.106345	0.106342	0.106342	NC_043957.1:1121108	NC_043957.1	1121108	59479124	0	1121108	5.30525771064053e-38	37.2752935147616	4.07610000032316e-39	171.185508107459
0.415508	0.336599	0.078909	-0.078909	NC_043957.1:1121121	NC_043957.1	1121121	59479124	0	1121121	0.87811101869402	0.0564505732075674	0.819110616284999	0.0522986756046198
4e-06	0.192079	0.192075	0.192075	NC_043957.1:1121123	NC_043957.1	1121123	59479124	0	1121123	2.94465402861129e-59	58.5309657237263	1.4385224680076e-60	269.527372658417
8e-06	0.146185	0.146177	0.146177	NC_043957.1:1121136	NC_043957.1	1121136	59479124	0	1121136	4.55906974363825e-47	46.3411237640065	2.85253394654635e-48	213.128996834092
8e-06	0.116048	0.11604	0.11604	NC_043957.1:1121138	NC_043957.1	1121138	59479124	0	1121138	1.29111172383485e-37	36.8890361752815	1.00256538539506e-38	169.395884387823
4e-06	0.009172	0.009168	0.009168	NC_043957.1:1121463	NC_043957.1	1121463	59479124	0	1121463	0.0144486843232909	1.84017169734681	0.0089099741290903	6.84078370889616
2.5e-05	0.549386	0.549361	0.549361	NC_043957.1:1121491	NC_043957.1	1121491	59479124	0	1121491	2.58493475166476e-118	117.587550414794	5.44683597408737e-120	542.478950618496
2.5e-05	0.226586	0.226561	0.226561	NC_043957.1:1121506	NC_043957.1	1121506	59479124	0	1121506	5.69200712406847e-50	49.2447345650281	3.36055285925522e-51	226.556160436457
5e-06	0.071923	0.071918	0.071918	NC_043957.1:1121511	NC_043957.1	1121511	59479124	0	1121511	5.87658317076886e-16	15.2308751129363	9.75877281837001e-17	69.0176187330943
4e-06	0.036191	0.036187	0.036187	NC_043957.1:1121535	NC_043957.1	1121535	59479124	0	1121535	9.52530838528079e-09	8.02112095498487	2.45422727976783e-09	35.5749549737361
2e-06	0.244975	0.244973	0.244973	NC_043957.1:1121564	NC_043957.1	1121564	59479124	0	1121564	5.29800109638568e-61	60.2758879561645	2.49997616589713e-62	277.603073356003
2e-06	0.095105	0.095103	0.095103	NC_043957.1:1121584	NC_043957.1	1121584	59479124	0	1121584	1.29415031468073e-19	18.8880152777283	1.82494360297513e-20	85.9720775006146
8e-06	0.067068	0.06706	0.06706	NC_043957.1:1121745	NC_043957.1	1121745	59479124	0	1121745	5.76281160319322e-10	9.23936557806414	1.35278007194529e-10	41.2307434395803
7e-06	0.083464	0.083457	0.083457	NC_043957.1:1121756	NC_043957.1	1121756	59479124	0	1121756	1.01738746750446e-10	9.99251361644634	2.26285538754408e-11	44.728959767616
3e-06	0.060407	0.060404	0.060404	NC_043957.1:1121827	NC_043957.1	1121827	59479124	0	1121827	7.31743437378746e-06	5.13564116383504	2.51720906149274e-06	22.1533152504082
8e-06	0.011022	0.011014	0.011014	NC_043957.1:1121849	NC_043957.1	1121849	59479124	0	1121849	0.0877859805983362	1.05657483528896	0.0667052968005816	3.3622888224646
8e-06	0.066915	0.066907	0.066907	NC_043957.1:1823754	NC_043957.1	1823754	59479124	0	1823754	3.42003524982163e-06	5.46596941770874	1.13392133829565e-06	23.6862100882739
8e-06	0.013195	0.013187	0.013187	NC_043957.1:1823755	NC_043957.1	1823755	59479124	0	1823755	0.0605771529456167	1.21769114184938	0.0410601227027763	4.17353184193992
3e-06	0.088452	0.088449	0.088449	NC_043957.1:1823915	NC_043957.1	1823915	59479124	0	1823915	3.94478031568976e-11	10.4039771775852	8.52787713609505e-12	46.6405145363154
8e-06	0.21657	0.216562	0.216562	NC_043957.1:1823945	NC_043957.1	1823945	59479124	0	1823945	7.02039230331215e-34	33.153638618582	6.00616506816016e-35	152.106282108684
3e-06	0.05483	0.054827	0.054827	NC_043957.1:1823969	NC_043957.1	1823969	59479124	0	1823969	2.42216197767973e-10	9.61579681756773	5.52576014240076e-11	42.9815830918851
1.8e-05	0.102281	0.102263	0.102263	NC_043957.1:1823972	NC_043957.1	1823972	59479124	0	1823972	1.73751936819402e-15	14.7600703456139	2.94580425633331e-16	66.8392084930616
0.401793	0.068701	0.333092	-0.333092	NC_043957.1:1823984	NC_043957.1	1823984	59479124	0	1823984	0.406301789690223	0.391151264676108	0.331985432620604	0.94113767419126
4e-06	0.322266	0.322262	0.322262	NC_043957.1:1823993	NC_043957.1	1823993	59479124	0	1823993	2.8754611585393e-63	62.5412924944359	1.30111687946031e-64	288.082732217105
0.195859	0.067222	0.128637	-0.128637	NC_043957.1:1824002	NC_043957.1	1824002	59479124	0	1824002	0.722871172183304	0.140939094400014	0.643488908119766	0.214208145206272
4e-06	0.119855	0.119851	0.119851	NC_043957.1:1824005	NC_043957.1	1824005	59479124	0	1824005	1.74031819941327e-21	20.7593713381455	2.29150833383632e-22	94.6331302097328
8e-06	0.11662	0.116612	0.116612	NC_043957.1:1824028	NC_043957.1	1824028	59479124	0	1824028	2.90270390061255e-14	13.5371972634755	5.22276089462664e-15	61.1747296212223
8e-06	0.045743	0.045735	0.045735	NC_043957.1:2071362	NC_043957.1	2071362	59479124	0	2071362	0.00529611223752526	2.27604281971236	0.00282913778159025	8.91450956916124
5e-06	0.051861	0.051856	0.051856	NC_043957.1:2075350	NC_043957.1	2075350	59479124	0	2075350	0.0013857631535641	2.85831099042398	0.000660410285314728	11.5974861469745
8e-06	0.012818	0.01281	0.01281	NC_043957.1:2256515	NC_043957.1	2256515	59479124	0	2256515	0.0951141555511844	1.02175484352237	0.0740039369500717	3.19190034179464
0.999995	0.4567	0.543295	-0.543295	NC_043957.1:2256545	NC_043957.1	2256545	59479124	0	2256545	1.11071275415356e-51	50.9543982411632	6.30923704401906e-53	234.472628090311
8e-06	0.026901	0.026893	0.026893	NC_043957.1:2457576	NC_043957.1	2457576	59479124	0	2457576	0.00661746730344664	2.17930819584721	0.00364417827201531	8.45311958724565
1e-06	0.296111	0.29611	0.29611	NC_043957.1:2570300	NC_043957.1	2570300	59479124	0	2570300	2.80582043357509e-27	26.5519401263236	2.9547428181819e-28	121.510226970913
0.999997	0.443515	0.556482	-0.556482	NC_043957.1:2570345	NC_043957.1	2570345	59479124	0	2570345	6.74983845571356e-53	52.1707066210403	3.75196019914303e-54	240.093775840182
8e-06	0.358217	0.358209	0.358209	NC_043957.1:2570393	NC_043957.1	2570393	59479124	0	2570393	2.33200299151666e-36	35.6322708967954	1.86993679893258e-37	163.578566424544
8e-06	0.014073	0.014065	0.014065	NC_043957.1:2570579	NC_043957.1	2570579	59479124	0	2570579	0.106753593487686	0.971617497046678	0.0845428828656703	2.97533001665459
1e-06	0.083219	0.083218	0.083218	NC_043957.1:2600404	NC_043957.1	2600404	59479124	0	2600404	1.69437493828906e-12	11.7709904808929	3.37325613894542e-13	52.9778813830757
0.999991	0.118794	0.881197	-0.881197	NC_043957.1:2600433	NC_043957.1	2600433	59479124	0	2600433	5.44945289462842e-144	143.263647097131	8.43606289969562e-146	661.141251782705
8e-06	0.01143	0.011422	0.011422	NC_043957.1:2600513	NC_043957.1	2600513	59479124	0	2600513	0.0776259862227231	1.10999286915526	0.0564106209650935	3.6398911876057
8e-06	0.318906	0.318898	0.318898	NC_043957.1:2600627	NC_043957.1	2600627	59479124	0	2600627	2.31288000990448e-28	27.6358468974447	2.33851226525726e-29	126.543234613612
8e-06	0.025862	0.025854	0.025854	NC_043957.1:2600631	NC_043957.1	2600631	59479124	0	2600631	0.00774725672350276	2.11085205242965	0.00437237220563671	8.12231369568691
0.49572	0.211856	0.283864	-0.283864	NC_043957.1:2600842	NC_043957.1	2600842	59479124	0	2600842	0.540121857549757	0.267508247415766	0.45410553250661	0.56038407947768
4e-06	0.047234	0.04723	0.04723	NC_043957.1:2600845	NC_043957.1	2600845	59479124	0	2600845	2.26928018462197e-06	5.64411187911597	7.37273591440519e-07	24.5151625511958
3e-06	0.075309	0.075306	0.075306	NC_043957.1:2600861	NC_043957.1	2600861	59479124	0	2600861	4.09969036904446e-10	9.38724894232741	9.51269969837421e-11	41.9191382133944
3e-06	0.180083	0.18008	0.18008	NC_043957.1:2600872	NC_043957.1	2600872	59479124	0	2600872	5.45480745356252e-23	22.2632205747422	6.75277078164408e-24	101.612211816399
8e-06	0.019598	0.01959	0.01959	NC_043957.1:2600978	NC_043957.1	2600978	59479124	0	2600978	0.010493237151438	1.97909051179418	0.0062056218120521	7.48960351268329
8e-06	0.024141	0.024133	0.024133	NC_043957.1:2600986	NC_043957.1	2600986	59479124	0	2600986	0.00692665830564121	2.15947623572604	0.00384009227356031	8.35792308069364
8e-06	0.050964	0.050956	0.050956	NC_043957.1:2822761	NC_043957.1	2822761	59479124	0	2822761	0.000786337987738137	3.10439074319862	0.000359248838151113	12.7330570754559
8e-06	0.041729	0.041721	0.041721	NC_043957.1:2822822	NC_043957.1	2822822	59479124	0	2822822	0.00128309686402662	2.89174055646659	0.000607873563824282	11.7517102543096
8e-06	0.305667	0.305659	0.305659	NC_043957.1:2822846	NC_043957.1	2822846	59479124	0	2822846	3.00078818626144e-22	21.5227646586186	3.83337940204007e-23	98.173226802186
8e-06	0.031822	0.031814	0.031814	NC_043957.1:2839497	NC_043957.1	2839497	59479124	0	2839497	0.00931518733682419	2.03080840662594	0.00541773369460558	7.7344408737759
8e-06	0.039899	0.039891	0.039891	NC_043957.1:2840095	NC_043957.1	2840095	59479124	0	2840095	0.00135734763117115	2.86730891065666	0.000646058887662343	11.6383498864232
3e-06	0.027003	0.027	0.027	NC_043957.1:2942881	NC_043957.1	2942881	59479124	0	2942881	0.0089332790973102	2.04898909738607	0.00516145151183233	7.82198364125526
3e-06	0.011084	0.011081	0.011081	NC_043957.1:2990645	NC_043957.1	2990645	59479124	0	2990645	0.0294474177831548	1.53095278208892	0.0188389130863012	5.5164070655384
4e-06	0.105808	0.105804	0.105804	NC_043957.1:2990712	NC_043957.1	2990712	59479124	0	2990712	3.64229362914375e-09	8.43862504580729	9.09487344182127e-10	37.5099308222193
0.301219	0.204776	0.096443	-0.096443	NC_043957.1:2990839	NC_043957.1	2990839	59479124	0	2990839	0.818119595343904	0.0871832051289393	0.750444410648052	0.101157982283787
2e-06	0.013004	0.013002	0.013002	NC_043957.1:2990872	NC_043957.1	2990872	59479124	0	2990872	0.0472597253511399	1.3255088065892	0.0310187452893601	4.65192491380271
0.332816	0.402055	0.069239	0.069239	NC_043957.1:3029474	NC_043957.1	3029474	59479124	0	3029474	0.901207920070448	0.0451750002285246	0.846724298424205	0.0373647556748644
3e-06	0.047517	0.047514	0.047514	NC_043957.1:3029518	NC_043957.1	3029518	59479124	0	3029518	0.00013289456892942	3.87649276723018	5.37436415198865e-05	16.3112603307393
0.246457	0.067644	0.178813	-0.178813	NC_043957.1:3155928	NC_043957.1	3155928	59479124	0	3155928	0.668532569664652	0.174877429866357	0.584858020579053	0.298446417491266
0.246457	0.084927	0.16153	-0.16153	NC_043957.1:3155931	NC_043957.1	3155931	59479124	0	3155931	0.702337296121627	0.153454268690727	0.621691718013635	0.243497013506532
8e-06	0.01465	0.014642	0.014642	NC_043957.1:3157626	NC_043957.1	3157626	59479124	0	3157626	0.0715068536381	1.14565233086241	0.0505064684092782	3.82456460408096
8e-06	0.014551	0.014543	0.014543	NC_043957.1:3157809	NC_043957.1	3157809	59479124	0	3157809	0.0617965772336872	1.20903557878964	0.0420832172663361	4.13185417080611
7e-06	0.023141	0.023134	0.023134	NC_043957.1:3157990	NC_043957.1	3157990	59479124	0	3157990	0.00398238613704328	2.39985663254145	0.00206085810779404	9.49452605525635
0.333245	0.254002	0.079243	-0.079243	NC_043957.1:3158032	NC_043957.1	3158032	59479124	0	3158032	0.892437595720005	0.0494221424784958	0.835933992850147	0.042889226871465
8e-06	0.078551	0.078543	0.078543	NC_043957.1:3212508	NC_043957.1	3212508	59479124	0	3212508	1.61883199645903e-05	4.79079822029958	5.77838227540354e-06	20.5602412914674
7e-06	0.015297	0.01529	0.01529	NC_043957.1:3342289	NC_043957.1	3342289	59479124	0	3342289	0.0770106507247674	1.11344920689091	0.0557927276744687	3.65823439599224
0.333293	0.420712	0.087419	0.087419	NC_043957.1:3342301	NC_043957.1	3342301	59479124	0	3342301	0.85483732477017	0.0681165234899165	0.792154068995477	0.0694398780325824
8e-06	0.030254	0.030246	0.030246	NC_043957.1:3342390	NC_043957.1	3342390	59479124	0	3342390	0.0122885260856412	1.91050020427869	0.00744291877888638	7.16284175945076
7e-06	0.029204	0.029197	0.029197	NC_043957.1:3342399	NC_043957.1	3342399	59479124	0	3342399	0.0106690987163341	1.97187226652259	0.00632659208246193	7.45484515782365
0.659465	0.381748	0.277717	-0.277717	NC_043957.1:3343510	NC_043957.1	3343510	59479124	0	3343510	0.466030052328463	0.331586076572681	0.383822832830407	0.758421912103664
4e-06	0.203997	0.203993	0.203993	NC_043957.1:3357029	NC_043957.1	3357029	59479124	0	3357029	1.07151580572056e-40	39.9700014183818	7.69210109016673e-42	183.661338444168
0.264285	0.409104	0.144819	0.144819	NC_043957.1:3357040	NC_043957.1	3357040	59479124	0	3357040	0.689107834883395	0.161712812300837	0.607092879953997	0.264430014868136
3e-06	0.019555	0.019552	0.019552	NC_043957.1:3357059	NC_043957.1	3357059	59479124	0	3357059	2.94937266675837e-05	4.53027034888216	1.08699670493391e-05	19.3520994701944
8e-06	0.278194	0.278186	0.278186	NC_043957.1:3357121	NC_043957.1	3357121	59479124	0	3357121	6.57454599919117e-56	55.1821342317133	3.40947159832819e-57	254.044696407737
4e-06	0.112659	0.112655	0.112655	NC_043957.1:3357147	NC_043957.1	3357147	59479124	0	3357147	5.082834764843e-23	22.2938940083149	6.28092070509002e-24	101.755699835729
4e-06	0.088264	0.08826	0.08826	NC_043957.1:3357156	NC_043957.1	3357156	59479124	0	3357156	1.2370523590964e-16	15.9076119181676	1.9826527472845e-17	72.1617141891936
8e-06	0.012778	0.01277	0.01277	NC_043957.1:3359567	NC_043957.1	3359567	59479124	0	3359567	0.0905543247161758	1.04309080370972	0.0696168435641031	3.29203137238577
0.333636	0.078248	0.255388	-0.255388	NC_043957.1:3359602	NC_043957.1	3359602	59479124	0	3359602	0.591071532594042	0.228359956799037	0.504343637753375	0.445784538421628
8e-06	0.27842	0.278412	0.278412	NC_043957.1:3359623	NC_043957.1	3359623	59479124	0	3359623	1.14634163288149e-34	33.9406859345811	9.62215991420755e-36	155.745541358203
0.498565	0.426111	0.072454	-0.072454	NC_043957.1:3359628	NC_043957.1	3359628	59479124	0	3359628	0.923324750992912	0.034645522421	0.873262763947228	0.0254451880545907
0.239601	0.097328	0.142273	-0.142273	NC_043957.1:3359700	NC_043957.1	3359700	59479124	0	3359700	0.714091906179348	0.146245889375263	0.634119432738579	0.226515799061517
0.193888	0.095839	0.098049	-0.098049	NC_043957.1:3359707	NC_043957.1	3359707	59479124	0	3359707	0.788218911114806	0.103353149660365	0.716573329739745	0.131799669094787
0.158035	0.01068	0.147355	-0.147355	NC_043957.1:3359712	NC_043957.1	3359712	59479124	0	3359712	0.63983165850759	0.193934275075612	0.55407348422099	0.350070041032176
4e-06	0.031652	0.031648	0.031648	NC_043957.1:3359726	NC_043957.1	3359726	59479124	0	3359726	1.67233966698836e-06	5.77667550888453	5.35270034054196e-07	25.1323615659331
4e-06	0.085848	0.085844	0.085844	NC_043957.1:3359862	NC_043957.1	3359862	59479124	0	3359862	6.31272135855561e-24	23.1997833798652	7.53561112377029e-25	105.956909892812
2e-06	0.078426	0.078424	0.078424	NC_043957.1:3359869	NC_043957.1	3359869	59479124	0	3359869	2.92169200807722e-21	20.5343655674032	3.87535829915421e-22	93.5931021664507
5e-06	0.02399	0.023985	0.023985	NC_043957.1:3359897	NC_043957.1	3359897	59479124	0	3359897	3.40870699573204e-06	5.46741032807755	1.12991132400023e-06	23.693027979633
8e-06	0.45751	0.457502	0.457502	NC_043957.1:3386390	NC_043957.1	3386390	59479124	0	3386390	8.83937089535091e-109	108.053578642951	2.07124708138254e-110	498.4453494912
0.499996	0.385621	0.114375	-0.114375	NC_043957.1:3386428	NC_043957.1	3386428	59479124	0	3386428	0.828964838117203	0.0814638903611033	0.762720157683227	0.0911500557693942
0.249745	0.493829	0.244084	0.244084	NC_043957.1:3386446	NC_043957.1	3386446	59479124	0	3386446	0.543247581938397	0.26500219810113	0.456976453418163	0.553290137348082
0.249745	0.476146	0.226401	0.226401	NC_043957.1:3386450	NC_043957.1	3386450	59479124	0	3386450	0.576998071532463	0.238825638359363	0.490256238395315	0.47596384734883
