region	chr	midPos	Nsites
(35,35)(2570579,2570579)(2530000,2580000)	NC_043957.1	2555000	2	0.058529
(35,35)(2570579,2570579)(2540000,2590000)	NC_043957.1	2565000	2	0.058529
(35,35)(2570579,2570579)(2550000,2600000)	NC_043957.1	2575000	2	0.058529
(35,37)(2570579,2600842)(2560000,2610000)	NC_043957.1	2585000	4	0.054963
(35,37)(2570579,2600842)(2570000,2620000)	NC_043957.1	2595000	4	0.054963
(36,37)(2600513,2600842)(2580000,2630000)	NC_043957.1	2605000	3	0.052858
(36,37)(2600513,2600842)(2590000,2640000)	NC_043957.1	2615000	3	0.052858
(36,37)(2600513,2600842)(2600000,2650000)	NC_043957.1	2625000	3	0.052858
(38,38)(2990839,2990839)(2950000,3000000)	NC_043957.1	2975000	2	0.044746
(38,38)(2990839,2990839)(2960000,3010000)	NC_043957.1	2985000	2	0.044746
(38,38)(2990839,2990839)(2970000,3020000)	NC_043957.1	2995000	2	0.044746
(38,39)(2990839,3029474)(2980000,3030000)	NC_043957.1	3005000	3	0.036737
(38,39)(2990839,3029474)(2990000,3040000)	NC_043957.1	3015000	3	0.036737
(39,39)(3029474,3029474)(3000000,3050000)	NC_043957.1	3025000	2	0.030211
(39,39)(3029474,3029474)(3010000,3060000)	NC_043957.1	3035000	2	0.030211
(39,39)(3029474,3029474)(3020000,3070000)	NC_043957.1	3045000	2	0.030211
(40,44)(3155928,3158032)(3110000,3160000)	NC_043957.1	3135000	6	0.039086
(40,44)(3155928,3158032)(3120000,3170000)	NC_043957.1	3145000	6	0.039086
(40,44)(3155928,3158032)(3130000,3180000)	NC_043957.1	3155000	6	0.039086
(40,44)(3155928,3158032)(3140000,3190000)	NC_043957.1	3165000	6	0.039086
(40,44)(3155928,3158032)(3150000,3200000)	NC_043957.1	3175000	6	0.039086
(45,47)(3342289,3343510)(3300000,3350000)	NC_043957.1	3325000	4	0.012483
(45,54)(3342289,3359712)(3310000,3360000)	NC_043957.1	3335000	11	0.026253
(45,54)(3342289,3359712)(3320000,3370000)	NC_043957.1	3345000	11	0.026253
(45,54)(3342289,3359712)(3330000,3380000)	NC_043957.1	3355000	11	0.026253
(45,58)(3342289,3386452)(3340000,3390000)	NC_043957.1	3365000	15	0.030350
(48,58)(3357040,3386452)(3350000,3400000)	NC_043957.1	3375000	12	0.036160
(55,58)(3386428,3386452)(3360000,3410000)	NC_043957.1	3385000	5	0.032419
(55,58)(3386428,3386452)(3370000,3420000)	NC_043957.1	3395000	5	0.032419
(55,58)(3386428,3386452)(3380000,3430000)	NC_043957.1	3405000	5	0.032419
(59,63)(3443454,3443657)(3400000,3450000)	NC_043957.1	3425000	6	0.129498
(59,63)(3443454,3443657)(3410000,3460000)	NC_043957.1	3435000	6	0.129498
(59,63)(3443454,3443657)(3420000,3470000)	NC_043957.1	3445000	6	0.129498
(59,63)(3443454,3443657)(3430000,3480000)	NC_043957.1	3455000	6	0.129498
(59,63)(3443454,3443657)(3440000,3490000)	NC_043957.1	3465000	6	0.129498
(64,66)(3522627,3523747)(3480000,3530000)	NC_043957.1	3505000	4	0.048804
(64,66)(3522627,3523747)(3490000,3540000)	NC_043957.1	3515000	4	0.048804
(64,66)(3522627,3523747)(3500000,3550000)	NC_043957.1	3525000	4	0.048804
(64,66)(3522627,3523747)(3510000,3560000)	NC_043957.1	3535000	4	0.048804
(64,66)(3522627,3523747)(3520000,3570000)	NC_043957.1	3545000	4	0.048804
(67,68)(3672868,3672888)(3630000,3680000)	NC_043957.1	3655000	3	0.046394
(67,68)(3672868,3672888)(3640000,3690000)	NC_043957.1	3665000	3	0.046394
(67,68)(3672868,3672888)(3650000,3700000)	NC_043957.1	3675000	3	0.046394
(67,68)(3672868,3672888)(3660000,3710000)	NC_043957.1	3685000	3	0.046394
(67,68)(3672868,3672888)(3670000,3720000)	NC_043957.1	3695000	3	0.046394
(69,69)(3737035,3737035)(3690000,3740000)	NC_043957.1	3715000	2	0.005321
(69,69)(3737035,3737035)(3700000,3750000)	NC_043957.1	3725000	2	0.005321
(69,69)(3737035,3737035)(3710000,3760000)	NC_043957.1	3735000	2	0.005321
(69,69)(3737035,3737035)(3720000,3770000)	NC_043957.1	3745000	2	0.005321
(69,69)(3737035,3737035)(3730000,3780000)	NC_043957.1	3755000	2	0.005321
(70,74)(4034050,4034360)(3990000,4040000)	NC_043957.1	4015000	6	0.059718
(70,74)(4034050,4034360)(4000000,4050000)	NC_043957.1	4025000	6	0.059718
(70,74)(4034050,4034360)(4010000,4060000)	NC_043957.1	4035000	6	0.059718
(70,74)(4034050,4034360)(4020000,4070000)	NC_043957.1	4045000	6	0.059718
(70,74)(4034050,4034360)(4030000,4080000)	NC_043957.1	4055000	6	0.059718
(75,76)(4118133,4118154)(4070000,4120000)	NC_043957.1	4095000	3	0.036863
(75,76)(4118133,4118154)(4080000,4130000)	NC_043957.1	4105000	3	0.036863
(75,76)(4118133,4118154)(4090000,4140000)	NC_043957.1	4115000	3	0.036863
(75,76)(4118133,4118154)(4100000,4150000)	NC_043957.1	4125000	3	0.036863
(75,76)(4118133,4118154)(4110000,4160000)	NC_043957.1	4135000	3	0.036863
(77,77)(4292178,4292178)(4250000,4300000)	NC_043957.1	4275000	2	0.054197
(77,77)(4292178,4292178)(4260000,4310000)	NC_043957.1	4285000	2	0.054197
(77,77)(4292178,4292178)(4270000,4320000)	NC_043957.1	4295000	2	0.054197
(77,77)(4292178,4292178)(4280000,4330000)	NC_043957.1	4305000	2	0.054197
(77,77)(4292178,4292178)(4290000,4340000)	NC_043957.1	4315000	2	0.054197
(78,78)(5037637,5037637)(4990000,5040000)	NC_043957.1	5015000	2	0.053158
(78,78)(5037637,5037637)(5000000,5050000)	NC_043957.1	5025000	2	0.053158
(78,78)(5037637,5037637)(5010000,5060000)	NC_043957.1	5035000	2	0.053158
(78,78)(5037637,5037637)(5020000,5070000)	NC_043957.1	5045000	2	0.053158
(78,78)(5037637,5037637)(5030000,5080000)	NC_043957.1	5055000	2	0.053158
(79,79)(5097368,5097368)(5050000,5100000)	NC_043957.1	5075000	2	0.046397
(79,79)(5097368,5097368)(5060000,5110000)	NC_043957.1	5085000	2	0.046397
(79,79)(5097368,5097368)(5070000,5120000)	NC_043957.1	5095000	2	0.046397
(79,79)(5097368,5097368)(5080000,5130000)	NC_043957.1	5105000	2	0.046397
(79,79)(5097368,5097368)(5090000,5140000)	NC_043957.1	5115000	2	0.046397
(80,80)(6017753,6017753)(5970000,6020000)	NC_043957.1	5995000	2	0.058175
(80,80)(6017753,6017753)(5980000,6030000)	NC_043957.1	6005000	2	0.058175
(80,80)(6017753,6017753)(5990000,6040000)	NC_043957.1	6015000	2	0.058175
(80,80)(6017753,6017753)(6000000,6050000)	NC_043957.1	6025000	2	0.058175
(80,80)(6017753,6017753)(6010000,6060000)	NC_043957.1	6035000	2	0.058175
(81,82)(6062163,6062204)(6020000,6070000)	NC_043957.1	6045000	3	0.048718
(81,82)(6062163,6062204)(6030000,6080000)	NC_043957.1	6055000	3	0.048718
(81,82)(6062163,6062204)(6040000,6090000)	NC_043957.1	6065000	3	0.048718
(81,82)(6062163,6062204)(6050000,6100000)	NC_043957.1	6075000	3	0.048718
(81,82)(6062163,6062204)(6060000,6110000)	NC_043957.1	6085000	3	0.048718
(83,86)(6136947,6137368)(6090000,6140000)	NC_043957.1	6115000	5	0.044783
(83,86)(6136947,6137368)(6100000,6150000)	NC_043957.1	6125000	5	0.044783
(83,86)(6136947,6137368)(6110000,6160000)	NC_043957.1	6135000	5	0.044783
(83,86)(6136947,6137368)(6120000,6170000)	NC_043957.1	6145000	5	0.044783
(83,86)(6136947,6137368)(6130000,6180000)	NC_043957.1	6155000	5	0.044783
(87,87)(6272501,6272501)(6230000,6280000)	NC_043957.1	6255000	2	0.021845
(87,87)(6272501,6272501)(6240000,6290000)	NC_043957.1	6265000	2	0.021845
(87,87)(6272501,6272501)(6250000,6300000)	NC_043957.1	6275000	2	0.021845
(87,87)(6272501,6272501)(6260000,6310000)	NC_043957.1	6285000	2	0.021845
(87,87)(6272501,6272501)(6270000,6320000)	NC_043957.1	6295000	2	0.021845
(88,88)(6385253,6385253)(6340000,6390000)	NC_043957.1	6365000	2	0.056754
(88,88)(6385253,6385253)(6350000,6400000)	NC_043957.1	6375000	2	0.056754
(88,88)(6385253,6385253)(6360000,6410000)	NC_043957.1	6385000	2	0.056754
(88,88)(6385253,6385253)(6370000,6420000)	NC_043957.1	6395000	2	0.056754
(88,88)(6385253,6385253)(6380000,6430000)	NC_043957.1	6405000	2	0.056754
(89,89)(6658242,6658242)(6610000,6660000)	NC_043957.1	6635000	2	0.048621
(89,89)(6658242,6658242)(6620000,6670000)	NC_043957.1	6645000	2	0.048621
(89,89)(6658242,6658242)(6630000,6680000)	NC_043957.1	6655000	2	0.048621
(89,89)(6658242,6658242)(6640000,6690000)	NC_043957.1	6665000	2	0.048621
(89,90)(6658242,6696538)(6650000,6700000)	NC_043957.1	6675000	3	0.058559
(90,91)(6696538,6701046)(6660000,6710000)	NC_043957.1	6685000	3	0.059334
(90,91)(6696538,6701046)(6670000,6720000)	NC_043957.1	6695000	3	0.059334
(90,91)(6696538,6701046)(6680000,6730000)	NC_043957.1	6705000	3	0.059334
(90,91)(6696538,6701046)(6690000,6740000)	NC_043957.1	6715000	3	0.059334
(91,91)(6701046,6701046)(6700000,6750000)	NC_043957.1	6725000	2	0.055922
(92,92)(6798923,6798923)(6750000,6800000)	NC_043957.1	6775000	2	0.052483
(92,92)(6798923,6798923)(6760000,6810000)	NC_043957.1	6785000	2	0.052483
(92,92)(6798923,6798923)(6770000,6820000)	NC_043957.1	6795000	2	0.052483
(92,92)(6798923,6798923)(6780000,6830000)	NC_043957.1	6805000	2	0.052483
(92,92)(6798923,6798923)(6790000,6840000)	NC_043957.1	6815000	2	0.052483
(93,94)(6952442,6952474)(6910000,6960000)	NC_043957.1	6935000	3	0.056960
(93,94)(6952442,6952474)(6920000,6970000)	NC_043957.1	6945000	3	0.056960
(93,94)(6952442,6952474)(6930000,6980000)	NC_043957.1	6955000	3	0.056960
(93,96)(6952442,6982584)(6940000,6990000)	NC_043957.1	6965000	5	0.049440
(93,96)(6952442,6982584)(6950000,7000000)	NC_043957.1	6975000	5	0.049440
(95,96)(6982287,6982584)(6960000,7010000)	NC_043957.1	6985000	3	0.046542
(95,96)(6982287,6982584)(6970000,7020000)	NC_043957.1	6995000	3	0.046542
(95,96)(6982287,6982584)(6980000,7030000)	NC_043957.1	7005000	3	0.046542
(97,97)(7059197,7059197)(7010000,7060000)	NC_043957.1	7035000	2	0.051311
(97,97)(7059197,7059197)(7020000,7070000)	NC_043957.1	7045000	2	0.051311
(97,97)(7059197,7059197)(7030000,7080000)	NC_043957.1	7055000	2	0.051311
(97,97)(7059197,7059197)(7040000,7090000)	NC_043957.1	7065000	2	0.051311
(97,97)(7059197,7059197)(7050000,7100000)	NC_043957.1	7075000	2	0.051311
(98,99)(7115446,7115455)(7070000,7120000)	NC_043957.1	7095000	3	0.034957
(98,100)(7115446,7127598)(7080000,7130000)	NC_043957.1	7105000	4	0.043051
(98,100)(7115446,7127598)(7090000,7140000)	NC_043957.1	7115000	4	0.043051
(98,100)(7115446,7127598)(7100000,7150000)	NC_043957.1	7125000	4	0.043051
(98,100)(7115446,7127598)(7110000,7160000)	NC_043957.1	7135000	4	0.043051
(100,100)(7127598,7127598)(7120000,7170000)	NC_043957.1	7145000	2	0.048911
(101,101)(7675796,7675796)(7630000,7680000)	NC_043957.1	7655000	2	0.054455
(101,101)(7675796,7675796)(7640000,7690000)	NC_043957.1	7665000	2	0.054455
(101,101)(7675796,7675796)(7650000,7700000)	NC_043957.1	7675000	2	0.054455
(101,101)(7675796,7675796)(7660000,7710000)	NC_043957.1	7685000	2	0.054455
(101,101)(7675796,7675796)(7670000,7720000)	NC_043957.1	7695000	2	0.054455
(102,106)(7941480,7941679)(7900000,7950000)	NC_043957.1	7925000	6	0.049653
(102,106)(7941480,7941679)(7910000,7960000)	NC_043957.1	7935000	6	0.049653
(102,106)(7941480,7941679)(7920000,7970000)	NC_043957.1	7945000	6	0.049653
(102,106)(7941480,7941679)(7930000,7980000)	NC_043957.1	7955000	6	0.049653
(102,106)(7941480,7941679)(7940000,7990000)	NC_043957.1	7965000	6	0.049653
(107,107)(8022033,8022033)(7980000,8030000)	NC_043957.1	8005000	2	0.165292
(107,111)(8022033,8035033)(7990000,8040000)	NC_043957.1	8015000	6	0.108643
(107,112)(8022033,8045540)(8000000,8050000)	NC_043957.1	8025000	7	0.083911
(107,112)(8022033,8045540)(8010000,8060000)	NC_043957.1	8035000	7	0.083911
(107,112)(8022033,8045540)(8020000,8070000)	NC_043957.1	8045000	7	0.083911
(108,112)(8034649,8045540)(8030000,8080000)	NC_043957.1	8055000	6	0.032656
(112,112)(8045540,8045540)(8040000,8090000)	NC_043957.1	8065000	2	0.018993
(113,113)(8204767,8204767)(8160000,8210000)	NC_043957.1	8185000	2	0.052833
(113,116)(8204767,8219046)(8170000,8220000)	NC_043957.1	8195000	5	0.052258
(113,118)(8204767,8224680)(8180000,8230000)	NC_043957.1	8205000	7	0.052680
(113,123)(8204767,8232495)(8190000,8240000)	NC_043957.1	8215000	12	0.054763
(113,123)(8204767,8232495)(8200000,8250000)	NC_043957.1	8225000	12	0.054763
(114,123)(8216434,8232495)(8210000,8260000)	NC_043957.1	8235000	11	0.055082
(117,123)(8224607,8232495)(8220000,8270000)	NC_043957.1	8245000	8	0.056178
(119,123)(8232238,8232495)(8230000,8280000)	NC_043957.1	8255000	6	0.056506
(124,124)(8323104,8323104)(8280000,8330000)	NC_043957.1	8305000	2	0.109299
(124,124)(8323104,8323104)(8290000,8340000)	NC_043957.1	8315000	2	0.109299
(124,124)(8323104,8323104)(8300000,8350000)	NC_043957.1	8325000	2	0.109299
(124,124)(8323104,8323104)(8310000,8360000)	NC_043957.1	8335000	2	0.109299
(124,125)(8323104,8365700)(8320000,8370000)	NC_043957.1	8345000	3	0.093595
(125,125)(8365700,8365700)(8330000,8380000)	NC_043957.1	8355000	2	0.060643
(125,125)(8365700,8365700)(8340000,8390000)	NC_043957.1	8365000	2	0.060643
(125,125)(8365700,8365700)(8350000,8400000)	NC_043957.1	8375000	2	0.060643
(125,125)(8365700,8365700)(8360000,8410000)	NC_043957.1	8385000	2	0.060643
(126,126)(8924122,8924122)(8880000,8930000)	NC_043957.1	8905000	2	0.030917
(126,126)(8924122,8924122)(8890000,8940000)	NC_043957.1	8915000	2	0.030917
(126,126)(8924122,8924122)(8900000,8950000)	NC_043957.1	8925000	2	0.030917
(126,126)(8924122,8924122)(8910000,8960000)	NC_043957.1	8935000	2	0.030917
(126,126)(8924122,8924122)(8920000,8970000)	NC_043957.1	8945000	2	0.030917
(127,127)(9263703,9263703)(9220000,9270000)	NC_043957.1	9245000	2	0.056180
(127,127)(9263703,9263703)(9230000,9280000)	NC_043957.1	9255000	2	0.056180
(127,127)(9263703,9263703)(9240000,9290000)	NC_043957.1	9265000	2	0.056180
(127,127)(9263703,9263703)(9250000,9300000)	NC_043957.1	9275000	2	0.056180
(127,127)(9263703,9263703)(9260000,9310000)	NC_043957.1	9285000	2	0.056180
(128,128)(9540217,9540217)(9500000,9550000)	NC_043957.1	9525000	2	0.021592
(128,128)(9540217,9540217)(9510000,9560000)	NC_043957.1	9535000	2	0.021592
(128,128)(9540217,9540217)(9520000,9570000)	NC_043957.1	9545000	2	0.021592
(128,128)(9540217,9540217)(9530000,9580000)	NC_043957.1	9555000	2	0.021592
(128,128)(9540217,9540217)(9540000,9590000)	NC_043957.1	9565000	2	0.021592
(129,131)(10586153,10586202)(10540000,10590000)	NC_043957.1	10565000	4	0.047571
(129,131)(10586153,10586202)(10550000,10600000)	NC_043957.1	10575000	4	0.047571
(129,131)(10586153,10586202)(10560000,10610000)	NC_043957.1	10585000	4	0.047571
(129,131)(10586153,10586202)(10570000,10620000)	NC_043957.1	10595000	4	0.047571
(129,131)(10586153,10586202)(10580000,10630000)	NC_043957.1	10605000	4	0.047571
(132,132)(10858756,10858756)(10810000,10860000)	NC_043957.1	10835000	2	0.058780
(132,132)(10858756,10858756)(10820000,10870000)	NC_043957.1	10845000	2	0.058780
(132,132)(10858756,10858756)(10830000,10880000)	NC_043957.1	10855000	2	0.058780
(132,132)(10858756,10858756)(10840000,10890000)	NC_043957.1	10865000	2	0.058780
(132,132)(10858756,10858756)(10850000,10900000)	NC_043957.1	10875000	2	0.058780
(133,134)(11380039,11380050)(11340000,11390000)	NC_043957.1	11365000	3	0.054610
(133,134)(11380039,11380050)(11350000,11400000)	NC_043957.1	11375000	3	0.054610
(133,134)(11380039,11380050)(11360000,11410000)	NC_043957.1	11385000	3	0.054610
(133,134)(11380039,11380050)(11370000,11420000)	NC_043957.1	11395000	3	0.054610
(133,134)(11380039,11380050)(11380000,11430000)	NC_043957.1	11405000	3	0.054610
(135,135)(11511065,11511065)(11470000,11520000)	NC_043957.1	11495000	2	0.054721
(135,135)(11511065,11511065)(11480000,11530000)	NC_043957.1	11505000	2	0.054721
(135,135)(11511065,11511065)(11490000,11540000)	NC_043957.1	11515000	2	0.054721
(135,135)(11511065,11511065)(11500000,11550000)	NC_043957.1	11525000	2	0.054721
(135,135)(11511065,11511065)(11510000,11560000)	NC_043957.1	11535000	2	0.054721
(136,138)(11602375,11602395)(11560000,11610000)	NC_043957.1	11585000	4	0.078656
(136,138)(11602375,11602395)(11570000,11620000)	NC_043957.1	11595000	4	0.078656
(136,138)(11602375,11602395)(11580000,11630000)	NC_043957.1	11605000	4	0.078656
(136,138)(11602375,11602395)(11590000,11640000)	NC_043957.1	11615000	4	0.078656
(136,138)(11602375,11602395)(11600000,11650000)	NC_043957.1	11625000	4	0.078656
(139,139)(13049247,13049247)(13000000,13050000)	NC_043957.1	13025000	2	0.083605
(139,141)(13049247,13051330)(13010000,13060000)	NC_043957.1	13035000	4	0.093779
(139,141)(13049247,13051330)(13020000,13070000)	NC_043957.1	13045000	4	0.093779
(139,141)(13049247,13051330)(13030000,13080000)	NC_043957.1	13055000	4	0.093779
(139,141)(13049247,13051330)(13040000,13090000)	NC_043957.1	13065000	4	0.093779
(140,141)(13051279,13051330)(13050000,13100000)	NC_043957.1	13075000	3	0.098472
(142,144)(13150452,13150742)(13110000,13160000)	NC_043957.1	13135000	4	0.042226
(142,144)(13150452,13150742)(13120000,13170000)	NC_043957.1	13145000	4	0.042226
(142,144)(13150452,13150742)(13130000,13180000)	NC_043957.1	13155000	4	0.042226
(142,144)(13150452,13150742)(13140000,13190000)	NC_043957.1	13165000	4	0.042226
(142,144)(13150452,13150742)(13150000,13200000)	NC_043957.1	13175000	4	0.042226
(145,145)(13824821,13824821)(13780000,13830000)	NC_043957.1	13805000	2	0.041096
(145,145)(13824821,13824821)(13790000,13840000)	NC_043957.1	13815000	2	0.041096
(145,145)(13824821,13824821)(13800000,13850000)	NC_043957.1	13825000	2	0.041096
(145,145)(13824821,13824821)(13810000,13860000)	NC_043957.1	13835000	2	0.041096
(145,145)(13824821,13824821)(13820000,13870000)	NC_043957.1	13845000	2	0.041096
(146,148)(14174035,14174899)(14130000,14180000)	NC_043957.1	14155000	4	0.050177
(146,148)(14174035,14174899)(14140000,14190000)	NC_043957.1	14165000	4	0.050177
(146,148)(14174035,14174899)(14150000,14200000)	NC_043957.1	14175000	4	0.050177
(146,148)(14174035,14174899)(14160000,14210000)	NC_043957.1	14185000	4	0.050177
(146,148)(14174035,14174899)(14170000,14220000)	NC_043957.1	14195000	4	0.050177
(149,151)(14244969,14248762)(14200000,14250000)	NC_043957.1	14225000	4	0.046384
(149,151)(14244969,14248762)(14210000,14260000)	NC_043957.1	14235000	4	0.046384
(149,151)(14244969,14248762)(14220000,14270000)	NC_043957.1	14245000	4	0.046384
(149,151)(14244969,14248762)(14230000,14280000)	NC_043957.1	14255000	4	0.046384
(149,151)(14244969,14248762)(14240000,14290000)	NC_043957.1	14265000	4	0.046384
(152,152)(14390450,14390450)(14350000,14400000)	NC_043957.1	14375000	2	0.048174
(152,152)(14390450,14390450)(14360000,14410000)	NC_043957.1	14385000	2	0.048174
(152,152)(14390450,14390450)(14370000,14420000)	NC_043957.1	14395000	2	0.048174
(152,152)(14390450,14390450)(14380000,14430000)	NC_043957.1	14405000	2	0.048174
(152,152)(14390450,14390450)(14390000,14440000)	NC_043957.1	14415000	2	0.048174
(153,153)(14486489,14486489)(14440000,14490000)	NC_043957.1	14465000	2	0.056759
(153,153)(14486489,14486489)(14450000,14500000)	NC_043957.1	14475000	2	0.056759
(153,153)(14486489,14486489)(14460000,14510000)	NC_043957.1	14485000	2	0.056759
(153,153)(14486489,14486489)(14470000,14520000)	NC_043957.1	14495000	2	0.056759
(153,153)(14486489,14486489)(14480000,14530000)	NC_043957.1	14505000	2	0.056759
(154,154)(14702241,14702241)(14660000,14710000)	NC_043957.1	14685000	2	0.053714
(154,154)(14702241,14702241)(14670000,14720000)	NC_043957.1	14695000	2	0.053714
(154,154)(14702241,14702241)(14680000,14730000)	NC_043957.1	14705000	2	0.053714
(154,154)(14702241,14702241)(14690000,14740000)	NC_043957.1	14715000	2	0.053714
(154,154)(14702241,14702241)(14700000,14750000)	NC_043957.1	14725000	2	0.053714
(155,160)(14921434,14924890)(14880000,14930000)	NC_043957.1	14905000	7	0.029445
(155,160)(14921434,14924890)(14890000,14940000)	NC_043957.1	14915000	7	0.029445
(155,160)(14921434,14924890)(14900000,14950000)	NC_043957.1	14925000	7	0.029445
(155,160)(14921434,14924890)(14910000,14960000)	NC_043957.1	14935000	7	0.029445
(155,160)(14921434,14924890)(14920000,14970000)	NC_043957.1	14945000	7	0.029445
(161,161)(15044734,15044734)(15000000,15050000)	NC_043957.1	15025000	2	0.056417
(161,161)(15044734,15044734)(15010000,15060000)	NC_043957.1	15035000	2	0.056417
(161,161)(15044734,15044734)(15020000,15070000)	NC_043957.1	15045000	2	0.056417
(161,162)(15044734,15070864)(15030000,15080000)	NC_043957.1	15055000	3	0.053932
(161,162)(15044734,15070864)(15040000,15090000)	NC_043957.1	15065000	3	0.053932
(162,163)(15070864,15092166)(15050000,15100000)	NC_043957.1	15075000	3	0.085780
(162,163)(15070864,15092166)(15060000,15110000)	NC_043957.1	15085000	3	0.085780
(162,163)(15070864,15092166)(15070000,15120000)	NC_043957.1	15095000	3	0.085780
(163,164)(15092166,15122091)(15080000,15130000)	NC_043957.1	15105000	3	0.018853
(163,167)(15092166,15139651)(15090000,15140000)	NC_043957.1	15115000	6	0.023358
(164,170)(15122091,15140622)(15100000,15150000)	NC_043957.1	15125000	8	0.017896
(164,170)(15122091,15140622)(15110000,15160000)	NC_043957.1	15135000	8	0.017896
(164,170)(15122091,15140622)(15120000,15170000)	NC_043957.1	15145000	8	0.017896
(165,170)(15138598,15140622)(15130000,15180000)	NC_043957.1	15155000	7	0.056214
(168,170)(15140190,15140622)(15140000,15190000)	NC_043957.1	15165000	4	0.055114
(171,172)(15393670,15394648)(15350000,15400000)	NC_043957.1	15375000	3	0.056304
(171,172)(15393670,15394648)(15360000,15410000)	NC_043957.1	15385000	3	0.056304
(171,172)(15393670,15394648)(15370000,15420000)	NC_043957.1	15395000	3	0.056304
(171,172)(15393670,15394648)(15380000,15430000)	NC_043957.1	15405000	3	0.056304
(171,172)(15393670,15394648)(15390000,15440000)	NC_043957.1	15415000	3	0.056304
(173,174)(15491722,15491779)(15450000,15500000)	NC_043957.1	15475000	3	0.054346
(173,174)(15491722,15491779)(15460000,15510000)	NC_043957.1	15485000	3	0.054346
(173,174)(15491722,15491779)(15470000,15520000)	NC_043957.1	15495000	3	0.054346
(173,174)(15491722,15491779)(15480000,15530000)	NC_043957.1	15505000	3	0.054346
(173,174)(15491722,15491779)(15490000,15540000)	NC_043957.1	15515000	3	0.054346
(175,181)(15579274,15579939)(15530000,15580000)	NC_043957.1	15555000	8	0.073034
(175,182)(15579274,15580035)(15540000,15590000)	NC_043957.1	15565000	9	0.069739
(175,182)(15579274,15580035)(15550000,15600000)	NC_043957.1	15575000	9	0.069739
(175,182)(15579274,15580035)(15560000,15610000)	NC_043957.1	15585000	9	0.069739
(175,182)(15579274,15580035)(15570000,15620000)	NC_043957.1	15595000	9	0.069739
(182,182)(15580035,15580035)(15580000,15630000)	NC_043957.1	15605000	2	0.040543
(183,183)(15724065,15724065)(15680000,15730000)	NC_043957.1	15705000	2	0.052685
(183,183)(15724065,15724065)(15690000,15740000)	NC_043957.1	15715000	2	0.052685
(183,183)(15724065,15724065)(15700000,15750000)	NC_043957.1	15725000	2	0.052685
(183,183)(15724065,15724065)(15710000,15760000)	NC_043957.1	15735000	2	0.052685
(183,183)(15724065,15724065)(15720000,15770000)	NC_043957.1	15745000	2	0.052685
(184,184)(16222270,16222270)(16180000,16230000)	NC_043957.1	16205000	2	0.056171
(184,189)(16222270,16234877)(16190000,16240000)	NC_043957.1	16215000	7	0.040783
